scenario,scenario_main,dispatch_cost,ann_gen_total_MWh,ann_gen_vre_nocurt_MWh,ann_gen_vre_MWh,ann_curt_vre_MWh,ann_gen_solarPV_MWh,ann_gen_wind_MWh,ann_gen_coal_MWh,ann_gen_gas_ccgt_MWh,ann_gen_gas_ct_MWh,ann_gen_diesel_MWh,ann_gen_other_MWh,ann_gen_hydro_MWh,ann_gen_nuclear_MWh,ann_discharge_bat_storage_MWh,ann_charge_bat_storage_MWh,new_capacity_coal_MW,new_capacity_gas_ccgt_MW,new_capacity_gas_ct_MW,capacity_vre_MW,capacity_solarPV_MW,capacity_wind_MW,capacity_bat_storage_MW,energy_bat_storage_MWh,scenario_build,scenario_split,rank,date_time
S150W450_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,2.31001510891e+12,2424548840.0,1267252344.0,1101766295.42,165486047.0,203871027.62,897895267.69,1135464720.71,22871720.17,4392936.58,1213011.23,5468.41,128787887.33,30046800.0,0.0,0.0,86460.0,4750.0,36600.0,600096.0,150088.0,450008.0,0.0,0.0,600 GW,25-75,18.0,2018-11-22 23:16:06
S300W300_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,2.60898590092e+12,2424548840.0,1207988444.0,946231189.2,261757279.0,309119456.49,637111732.59,1287012513.17,25577162.47,5481788.33,1411499.52,0.0,128787887.33,30046800.0,0.0,0.0,98340.0,250.0,29800.0,600019.0,300012.0,300007.0,0.0,0.0,600 GW,50-50,19.0,2018-11-23 00:39:14
S450W150_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,3.18818607903e+12,2424548840.0,1142202959.0,672407609.94,469795341.0,373267594.03,299140015.97,1554196465.11,33478591.52,4377572.65,1253913.57,0.0,128787887.33,30046800.0,0.0,0.0,109560.0,0.0,25800.0,600057.0,450047.0,150010.0,0.0,0.0,600 GW,75-25,20.0,2018-11-23 02:00:30
S600W0_ClcC70mLmod_D0_M0_energyOnly,load_modD0M0_energyOnly,3.91825351674e+12,2424548796.59,1026500348.0,345227328.78,681273000.0,345227328.78,0.0,1874193559.94,40952495.68,3670291.94,1670432.77,0.0,128787887.33,30046800.0,0.0,0.0,140580.0,0.0,9600.0,600051.0,600051.0,0.0,0.0,0.0,600 GW,100-0,21.0,2018-11-23 03:21:32
S0W600_ClcC70m,base,2.43514112117e+12,2424553182.0,1286680244.0,1035306821.78,251373441.0,0.0,1035306821.78,1207395476.63,20051828.05,2225226.52,734600.95,4540.72,128787887.33,30046800.0,0.0,0.0,108240.0,500.0,35600.0,600016.0,0.0,600016.0,0.0,0.0,600 GW,0-100,17.0,2018-11-23 06:46:48
S150W450_ClcC70m,base,2.3168991796e+12,2424553182.0,1267252344.0,1101323765.74,165928599.0,203546327.84,897777437.85,1134648613.79,23951365.59,4557911.75,1226861.31,9976.57,128787887.33,30046800.0,0.0,0.0,83820.0,8000.0,45800.0,600096.0,150088.0,450008.0,0.0,0.0,600 GW,25-75,18.0,2018-11-23 08:04:39
S300W300_ClcC70m,base,2.62609234633e+12,2424553182.0,1207988444.0,941908511.39,266079937.0,296907191.21,645001320.17,1289457272.2,27312740.83,5598389.7,1440441.42,1139.25,128787887.33,30046800.0,0.0,0.0,95040.0,3750.0,39200.0,600019.0,300012.0,300007.0,0.0,0.0,600 GW,50-50,19.0,2018-11-23 09:28:56
S450W150_ClcC70m,base,3.19903533431e+12,2424553182.0,1142202959.0,666881339.53,475321629.0,372324916.58,294556422.99,1559871151.26,33257317.9,4443739.74,1264946.1,0.0,128787887.33,30046800.0,0.0,0.0,110880.0,0.0,33000.0,600057.0,450047.0,150010.0,0.0,0.0,600 GW,75-25,20.0,2018-11-23 10:50:14
S600W0_ClcC70m,base,3.92656627205e+12,2424553182.0,1026500348.0,339204342.34,687296010.0,339204342.34,0.0,1881145692.92,39921310.77,3748989.18,1698159.36,0.0,128787887.33,30046800.0,0.0,0.0,143880.0,0.0,11400.0,600051.0,600051.0,0.0,0.0,0.0,600 GW,100-0,21.0,2018-11-23 12:11:13
S0W600_ClcC55m,coal_55mingen,2.38767375613e+12,2424553182.0,1286680244.0,1052492334.94,234187928.0,0.0,1052492334.94,1194567353.33,16853709.71,1325059.92,475495.82,4540.72,128787887.33,30046800.0,0.0,0.0,108240.0,500.0,35600.0,600016.0,0.0,600016.0,0.0,0.0,600 GW,0-100,17.0,2018-11-23 16:04:17
S150W450_ClcC55m,coal_55mingen,2.2556494136e+12,2424553182.0,1267252344.0,1122466904.68,144785448.0,215290345.6,907176558.91,1119530714.41,20495446.15,2368322.23,845356.62,11750.55,128787887.33,30046800.0,0.0,0.0,83820.0,8000.0,45800.0,600096.0,150088.0,450008.0,0.0,0.0,600 GW,25-75,18.0,2018-11-23 17:18:19
S300W300_ClcC55m,coal_55mingen,2.48295447921e+12,2424553182.0,1207988444.0,1010973653.09,197014791.0,359891405.98,651082247.09,1228484027.1,21217488.47,3919513.89,1122672.79,1139.25,128787887.33,30046800.0,0.0,0.0,95040.0,3750.0,39200.0,600019.0,300012.0,300007.0,0.0,0.0,600 GW,50-50,19.0,2018-11-23 18:39:44
S450W150_ClcC55m,coal_55mingen,3.00452949855e+12,2424553182.0,1142202959.0,762115465.72,380087503.0,462927344.3,299188121.42,1473827340.84,25615357.38,3210745.9,949584.79,0.0,128787887.33,30046800.0,0.0,0.0,110880.0,0.0,33000.0,600057.0,450047.0,150010.0,0.0,0.0,600 GW,75-25,20.0,2018-11-23 19:58:49
S600W0_ClcC55m,coal_55mingen,3.67911707146e+12,2424553182.0,1026500348.0,458817687.81,567682670.0,458817687.81,0.0,1770924790.96,31772542.98,2921692.63,1281780.04,0.0,128787887.33,30046800.0,0.0,0.0,143880.0,0.0,11400.0,600051.0,600051.0,0.0,0.0,0.0,600 GW,100-0,21.0,2018-11-23 21:17:19
S0W600_ClcC70mB15,battery15,2.39804936825e+12,2427303514.9,1286680244.0,1047350749.51,239329499.0,0.0,1047350749.51,1201432818.36,17997881.49,1415713.24,268165.21,3499.13,128787887.33,30046800.0,15585216.22,-18335549.03,106260.0,1000.0,36200.0,600016.0,0.0,600016.0,15000.0,60000.0,600 GW,0-100,17.0,2018-11-23 23:52:46
S150W450_ClcC70mB15,battery15,2.25433053783e+12,2428380671.11,1267252344.0,1120219812.79,147032540.0,213935475.83,906284336.95,1125411942.93,21232661.6,1926817.71,743893.12,10855.44,128787887.33,30046800.0,21689103.79,-25516592.85,81840.0,5750.0,37600.0,600096.0,150088.0,450008.0,15000.0,60000.0,600 GW,25-75,18.0,2018-11-24 01:08:01
S300W300_ClcC70mB15,battery15,2.53592070067e+12,2428896850.82,1207988444.0,979131252.71,228857228.0,353911593.57,625219658.92,1260508941.06,26537015.18,2817752.45,1065037.14,2164.58,128787887.33,30046800.0,24614120.67,-28957789.4,91080.0,3500.0,30800.0,600019.0,300012.0,300007.0,15000.0,60000.0,600 GW,50-50,19.0,2018-11-24 02:33:29
S450W150_ClcC70mB15,battery15,3.11243250325e+12,2428675497.65,1142202959.0,704670116.66,437532851.0,386254834.38,318415282.39,1528311100.83,32949724.44,2746475.13,1163392.42,0.0,128787887.33,30046800.0,23359784.89,-27482100.56,106260.0,0.0,26200.0,600057.0,450047.0,150010.0,15000.0,60000.0,600 GW,75-25,20.0,2018-11-24 03:55:43
S600W0_ClcC70mB15,battery15,3.8431083541e+12,2428542506.07,1026500348.0,377633885.78,648866453.0,377633885.78,0.0,1847127746.27,40698270.31,2953816.01,1294099.16,0.0,128787887.33,30046800.0,22606163.92,-26595488.03,137940.0,0.0,12600.0,600051.0,600051.0,0.0,15000.0,60000.0,600 GW,100-0,21.0,2018-11-24 05:20:42
S0W600_ClcC70mB30,battery30,2.38355368748e+12,2429343957.61,1286680244.0,1054408924.33,232271324.0,0.0,1054408924.33,1196944612.38,17772338.96,1210245.13,167306.66,5842.72,128787887.33,30046800.0,27147728.2,-31938503.86,102300.0,5000.0,36200.0,600016.0,0.0,600016.0,30000.0,120000.0,600 GW,0-100,17.0,2018-11-24 14:47:37
S150W450_ClcC70mB30,battery30,2.22421371485e+12,2431079060.06,1267252344.0,1130778097.75,136474232.0,221514484.67,909263612.91,1120496411.65,19147717.0,1402757.96,411690.46,7698.09,128787887.33,30046800.0,36979975.86,-43505853.87,79860.0,5250.0,33000.0,600096.0,150088.0,450008.0,30000.0,120000.0,600 GW,25-75,18.0,2018-11-24 16:00:11
S300W300_ClcC70mB30,battery30,2.4669735387e+12,2432566429.44,1207988444.0,1014316487.03,193671968.0,383833580.34,630482906.68,1229744896.57,26365420.39,2383711.46,919062.34,2164.58,128787887.33,30046800.0,45408402.44,-53421649.85,86460.0,4750.0,27200.0,600019.0,300012.0,300007.0,30000.0,120000.0,600 GW,50-50,19.0,2018-11-24 17:24:05
S450W150_ClcC70mB30,battery30,3.04143267657e+12,2432519042.67,1142202959.0,741272202.72,400930739.0,429990852.02,311281350.78,1495580957.4,33023174.33,2699847.78,1108173.17,0.0,128787887.33,30046800.0,45139877.96,-53105738.67,100980.0,0.0,25400.0,600057.0,450047.0,150010.0,30000.0,120000.0,600 GW,75-25,20.0,2018-11-24 18:47:37
S600W0_ClcC70mB30,battery30,3.76710297429e+12,2432482366.96,1026500348.0,414667162.16,611833206.0,414667162.16,0.0,1814184858.49,40593466.23,2969658.35,1232534.38,0.0,128787887.33,30046800.0,44932048.95,-52861233.92,133320.0,0.0,7400.0,600051.0,600051.0,0.0,30000.0,120000.0,600 GW,100-0,21.0,2018-11-24 20:12:19
S0W600_ClcC70mW120S1A,wind120HH_solar1A,2.109933026e+12,2424553182.0,1602078613.0,1203447429.59,398631167.0,0.0,1203447429.59,1036615324.5,21018673.29,3544859.88,1058538.75,33668.74,128787887.33,30046800.0,0.0,0.0,90420.0,2750.0,43400.0,600016.0,0.0,600016.0,0.0,0.0,600 GW,0-100,17.0,2018-11-24 23:12:28
S150W450_ClcC70mW120S1A,wind120HH_solar1A,1.95573936473e+12,2424553146.28,1555986777.0,1298437449.61,257549321.0,241153268.74,1057284180.73,933214293.81,24650049.52,7736808.83,1538070.32,141786.91,128787887.33,30046800.0,0.0,0.0,60060.0,18000.0,52000.0,600096.0,150088.0,450008.0,0.0,0.0,600 GW,25-75,18.0,2018-11-25 00:31:10
S300W300_ClcC70mW120S1A,wind120HH_solar1A,2.30238590056e+12,2424553182.0,1463635765.0,1112054337.75,351581428.0,351093047.72,760961289.91,1117565293.44,26571705.89,7860174.47,1663679.3,3303.83,128787887.33,30046800.0,0.0,0.0,79200.0,9000.0,43200.0,600019.0,300012.0,300007.0,0.0,0.0,600 GW,50-50,19.0,2018-11-25 01:52:41
S450W150_ClcC70mW120S1A,wind120HH_solar1A,3.00342884897e+12,2424553182.0,1363264221.0,758655838.04,604608396.0,427330861.08,331324977.06,1469139790.66,31306406.53,5193830.52,1422628.92,0.0,128787887.33,30046800.0,0.0,0.0,104940.0,0.0,35600.0,600057.0,450047.0,150010.0,0.0,0.0,600 GW,75-25,20.0,2018-11-25 03:11:06
S600W0_ClcC70mW120S1A,wind120HH_solar1A,3.90157429084e+12,2424553182.0,1213116589.0,353950243.61,859166371.0,353950243.61,0.0,1865409854.91,40488608.55,4032340.09,1837447.14,0.0,128787887.33,30046800.0,0.0,0.0,143220.0,0.0,12000.0,600051.0,600051.0,0.0,0.0,0.0,600 GW,100-0,21.0,2018-11-25 04:28:54
S0W0_ChcC70m,high_cost_coal,5.60395834528e+12,2424553182.0,0.0,0.0,0.0,0.0,0.0,2196531505.68,65458886.69,3559538.15,168565.04,0.0,128787887.33,30046800.0,0.0,0.0,151140.0,0.0,13400.0,0.0,0.0,0.0,0.0,0.0,0 GW,0-0,1.0,2019-01-20 14:07:57
S0W200_ChcC70m,high_cost_coal,4.18381300247e+12,2424553182.0,477166828.0,477119908.46,46917.0,0.0,477119908.46,1733203433.3,52078735.91,3074331.8,240946.44,1139.25,128787887.33,30046800.0,0.0,0.0,123420.0,3750.0,28800.0,200005.0,0.0,200005.0,0.0,0.0,200 GW,0-100,2.0,2019-01-20 15:25:11
S50W150_ChcC70m,high_cost_coal,4.23962340837e+12,2424553182.0,454821772.0,454809308.65,12459.0,87835799.47,366973509.13,1754073011.87,53318729.67,3203761.66,313683.42,0.0,128787887.33,30046800.0,0.0,0.0,116820.0,2000.0,25000.0,200025.0,50015.0,150010.0,0.0,0.0,200 GW,25-75,3.0,2019-01-20 16:40:15
S100W100_ChcC70m,high_cost_coal,4.34972099926e+12,2424553182.0,427217839.0,426517003.81,700841.0,174528119.78,251988883.93,1777793707.02,57786778.05,3028361.25,592644.48,0.0,128787887.33,30046800.0,0.0,0.0,119460.0,500.0,27400.0,200102.0,100079.0,100023.0,0.0,0.0,200 GW,50-50,4.0,2019-01-20 18:01:19
S150W50_ChcC70m,high_cost_coal,4.56144961264e+12,2424553182.0,392945562.0,376136626.88,16808933.0,247663512.52,128473114.42,1826628719.52,58179694.29,3649414.04,1124039.9,0.0,128787887.33,30046800.0,0.0,0.0,126720.0,0.0,24200.0,200039.0,150010.0,50029.0,0.0,0.0,200 GW,75-25,5.0,2019-01-20 19:33:43
S200W0_ChcC70m,high_cost_coal,4.88025624195e+12,2424553182.0,348007539.0,280171906.47,67835637.0,280171906.47,0.0,1921259539.78,58752585.16,4017524.15,1516938.91,0.0,128787887.33,30046800.0,0.0,0.0,144540.0,0.0,11000.0,200004.0,200004.0,0.0,0.0,0.0,200 GW,100-0,6.0,2019-01-20 21:13:15
S0W300_ChcC70m,high_cost_coal,3.66131884366e+12,2424553182.0,687477610.0,682505106.33,4972509.0,0.0,682505106.33,1532634644.19,47092111.98,3037116.74,444925.99,4589.55,128787887.33,30046800.0,0.0,0.0,112860.0,6250.0,33000.0,300007.0,0.0,300007.0,0.0,0.0,300 GW,0-100,7.0,2019-01-20 22:35:02
S75W225_ChcC70m,high_cost_coal,3.68914589078e+12,2424553182.0,662279339.0,656916287.26,5363041.0,127065348.32,529850938.94,1554820357.3,49974696.45,3306050.85,695130.16,5972.93,128787887.33,30046800.0,0.0,0.0,102300.0,7250.0,31400.0,300060.0,75025.0,225035.0,0.0,0.0,300 GW,25-75,8.0,2019-01-20 23:56:46
S150W150_ChcC70m,high_cost_coal,3.90140660473e+12,2424553182.0,628643078.0,600378366.17,28264705.0,238585035.75,361793330.54,1603370915.8,56491695.91,4152341.28,1324198.79,976.5,128787887.33,30046800.0,0.0,0.0,108900.0,4000.0,31000.0,300020.0,150010.0,150010.0,0.0,0.0,300 GW,50-50,9.0,2019-01-21 01:30:35
S225W75_ChcC70m,high_cost_coal,4.31249377e+12,2424553182.0,583353677.0,471611137.82,111742546.0,297775601.32,173835536.45,1730004356.07,57997824.92,4469999.27,1635176.61,0.0,128787887.33,30046800.0,0.0,0.0,121440.0,500.0,27200.0,300020.0,225017.0,75003.0,0.0,0.0,300 GW,75-25,10.0,2019-01-21 03:11:07
S300W0_ChcC70m,high_cost_coal,4.81879445481e+12,2424553182.0,519352657.0,309201174.75,210151501.0,309201174.75,0.0,1891897539.27,58114456.19,4513062.62,1992261.64,0.0,128787887.33,30046800.0,0.0,0.0,143880.0,0.0,11400.0,300014.0,300014.0,0.0,0.0,0.0,300 GW,100-0,11.0,2019-01-21 04:55:18
S0W400_ChcC70m,high_cost_coal,3.29158094731e+12,2424553182.0,888594843.0,844521790.04,44073049.0,0.0,844521790.04,1372475919.44,44912251.95,3151276.36,631716.69,25540.42,128787887.33,30046800.0,0.0,0.0,104280.0,9500.0,40200.0,400031.0,0.0,400031.0,0.0,0.0,400 GW,0-100,12.0,2019-01-21 06:19:29
S100W300_ChcC70m,high_cost_coal,3.24326067446e+12,2424553182.0,862515820.0,837449062.42,25066780.0,164661075.25,672787987.29,1376473016.4,46827816.36,3931899.05,1022264.39,14435.94,128787887.33,30046800.0,0.0,0.0,89100.0,13000.0,36400.0,400086.0,100079.0,300007.0,0.0,0.0,400 GW,25-75,13.0,2019-01-21 07:44:36
S200W200_ChcC70m,high_cost_coal,3.56031214027e+12,2424553182.0,825174368.0,729624529.2,95549851.0,288459365.31,441165163.94,1474968882.25,54138174.81,5393826.87,1588605.99,4475.63,128787887.33,30046800.0,0.0,0.0,99660.0,8500.0,34200.0,400009.0,200004.0,200005.0,0.0,0.0,400 GW,50-50,14.0,2019-01-21 09:23:33
S300W100_ChcC70m,high_cost_coal,4.10934119074e+12,2424553182.0,771532271.0,545214528.41,226317751.0,323631385.48,221583142.84,1656122034.3,57444515.11,5128261.73,1809154.82,0.0,128787887.33,30046800.0,0.0,0.0,115500.0,2000.0,29600.0,400037.0,300014.0,100023.0,0.0,0.0,400 GW,75-25,15.0,2019-01-21 11:07:36
S400W0_ChcC70m,high_cost_coal,4.78651033703e+12,2424553182.0,689271552.0,323585928.11,365685642.0,323585928.11,0.0,1877696922.09,57420339.91,4750458.31,2264846.12,0.0,128787887.33,30046800.0,0.0,0.0,143880.0,0.0,11800.0,400003.0,400003.0,0.0,0.0,0.0,400 GW,100-0,16.0,2019-01-21 12:49:27
S0W600_ChcC70m,high_cost_coal,2.83623982776e+12,2424553182.0,1286680244.0,1037645300.22,249034947.0,0.0,1037645300.22,1179698205.98,43045991.77,3979253.3,1225796.46,123947.0,128787887.33,30046800.0,0.0,0.0,89760.0,18750.0,35600.0,600016.0,0.0,600016.0,0.0,0.0,600 GW,0-100,17.0,2019-01-21 14:16:00
S150W450_ChcC70m,high_cost_coal,2.64209685246e+12,2424553182.0,1267252344.0,1104465256.91,162787098.0,200868875.07,903596381.8,1106652952.4,45634892.51,7004097.29,1697228.56,264066.91,128787887.33,30046800.0,0.0,0.0,64680.0,27250.0,45800.0,600096.0,150088.0,450008.0,0.0,0.0,600 GW,25-75,18.0,2019-01-21 15:45:07
S300W300_ChcC70m,high_cost_coal,3.02197288312e+12,2424553182.0,1207988444.0,947026568.87,260961873.0,348741688.37,598284880.33,1259905219.49,48794032.74,8012118.91,1955264.74,25289.98,128787887.33,30046800.0,0.0,0.0,80520.0,18750.0,39200.0,600019.0,300012.0,300007.0,0.0,0.0,600 GW,50-50,19.0,2019-01-21 17:20:56
S450W150_ChcC70m,high_cost_coal,3.75579117206e+12,2424553182.0,1142202959.0,671290570.5,470912383.0,362572889.43,308717681.19,1530280984.12,56027098.51,6090471.83,2029369.72,0.0,128787887.33,30046800.0,0.0,0.0,105600.0,5000.0,33000.0,600057.0,450047.0,150010.0,0.0,0.0,600 GW,75-25,20.0,2019-01-21 18:53:54
S600W0_ChcC70m,high_cost_coal,4.74652139574e+12,2424553182.0,1026500348.0,342349991.21,684150372.0,342349991.21,0.0,1859017951.93,56650732.19,5159074.74,2540744.29,0.0,128787887.33,30046800.0,0.0,0.0,143880.0,0.0,11400.0,600051.0,600051.0,0.0,0.0,0.0,600 GW,100-0,21.0,2019-01-21 20:21:38
S0W0_ClcC70mB60,battery60,4.60603239307e+12,2425835052.74,0.0,0.0,0.0,0.0,0.0,2227835423.68,37143372.64,1853377.29,168192.0,0.0,128787887.33,30046800.0,7263934.34,-8545805.08,151140.0,0.0,11000.0,0.0,0.0,0.0,60000.0,240000.0,0 GW,0-0,1.0,2019-02-04 10:17:21
S0W200_ClcC70mB60,battery60,3.52298907715e+12,2427307152.09,477166828.0,477166824.57,0.0,0.0,477166824.57,1768356845.61,21651198.43,1129404.23,168192.0,0.0,128787887.33,30046800.0,15605830.56,-18359800.57,128040.0,0.0,25000.0,200005.0,0.0,200005.0,60000.0,240000.0,200 GW,0-100,2.0,2019-02-04 11:27:05
S50W150_ClcC70mB60,battery60,3.57622719282e+12,2426933825.95,454821772.0,454821767.92,0.0,87844246.67,366977521.2,1787165499.35,24626272.31,1317406.97,168192.0,0.0,128787887.33,30046800.0,13490315.81,-15870959.81,118800.0,0.0,25000.0,200025.0,50015.0,150010.0,60000.0,240000.0,200 GW,25-75,3.0,2019-02-04 12:36:23
S100W100_ClcC70mB60,battery60,3.64424368008e+12,2432899789.27,427217839.0,427217841.44,0.0,175038224.01,252179617.28,1820433090.68,24924984.34,1320993.61,168192.0,0.0,128787887.33,30046800.0,47297441.07,-55644048.22,117480.0,0.0,26400.0,200102.0,100079.0,100023.0,60000.0,240000.0,200 GW,50-50,4.0,2019-02-04 13:45:49
S150W50_ClcC70mB60,battery60,3.74668583617e+12,2439092577.01,392945562.0,392945560.43,0.0,261665558.16,131280002.53,1855469184.94,30127276.03,1545957.33,169911.08,0.0,128787887.33,30046800.0,82389906.42,-96929301.47,115500.0,0.0,22400.0,200039.0,150010.0,50029.0,60000.0,240000.0,200 GW,75-25,5.0,2019-02-04 14:58:42
S200W0_ClcC70mB60,battery60,3.86861874166e+12,2439961067.48,348007539.0,347998043.89,9506.0,347998043.89,0.0,1897761460.05,33421856.88,1774837.87,170181.93,0.0,128787887.33,30046800.0,87311353.33,-102719238.82,126060.0,0.0,6800.0,200004.0,200004.0,0.0,60000.0,240000.0,200 GW,100-0,6.0,2019-02-04 16:15:01
S0W300_ClcC70mB60,battery60,3.09523129336e+12,2429175615.99,687477610.0,687048017.68,429592.0,0.0,687048017.68,1562097061.21,19915600.66,1107645.04,172604.21,0.0,128787887.33,30046800.0,26193792.48,-30816226.44,118140.0,0.0,32400.0,300007.0,0.0,300007.0,60000.0,240000.0,300 GW,0-100,7.0,2019-02-04 17:26:40
S75W225_ClcC70mB60,battery60,3.12996088457e+12,2429542156.26,662279339.0,662279334.12,0.0,131453684.91,530825649.28,1586905420.9,20242503.2,1112191.57,168019.2,0.0,128787887.33,30046800.0,28270853.89,-33259828.2,109560.0,0.0,31400.0,300060.0,75025.0,225035.0,60000.0,240000.0,300 GW,25-75,8.0,2019-02-04 18:38:05
S150W150_ClcC70mB60,battery60,3.22295991425e+12,2438300748.32,628643078.0,628643079.26,0.0,261665558.16,366977521.2,1626230151.52,23136734.04,1287480.55,168615.65,0.0,128787887.33,30046800.0,77902876.68,-91650442.99,102300.0,0.0,27400.0,300020.0,150010.0,150010.0,60000.0,240000.0,300 GW,50-50,9.0,2019-02-04 19:51:11
S225W75_ClcC70mB60,battery60,3.38280729642e+12,2439979901.03,583353677.0,580442879.6,2910804.0,389223739.95,191219139.79,1665232341.19,33150857.81,2060318.81,258816.76,0.0,128787887.33,30046800.0,87418076.89,-102844795.93,102960.0,0.0,19000.0,300020.0,225017.0,75003.0,60000.0,240000.0,300 GW,75-25,10.0,2019-02-04 21:11:46
S300W0_ClcC70mB60,battery60,3.7028095955e+12,2440319700.31,519352657.0,445634716.58,73717935.0,445634716.58,0.0,1792900587.47,39566401.93,2743172.7,640134.75,0.0,128787887.33,30046800.0,89343605.77,-105110124.05,124080.0,0.0,7200.0,300014.0,300014.0,0.0,60000.0,240000.0,300 GW,100-0,11.0,2019-02-04 22:35:41
S0W400_ClcC70mB60,battery60,2.77127652041e+12,2430418951.29,888594843.0,855631669.17,32963168.0,0.0,855631669.17,1397041324.0,17705419.75,1048163.41,155360.48,2327.32,128787887.33,30046800.0,33239359.65,-39105128.94,112200.0,0.0,36200.0,400031.0,0.0,400031.0,60000.0,240000.0,400 GW,0-100,12.0,2019-02-04 23:48:54
S100W300_ClcC70mB60,battery60,2.74001484596e+12,2432293576.75,862515820.0,858483108.27,4032716.0,173079911.11,685403197.16,1395323166.6,18340474.36,1099569.78,212570.48,0.0,128787887.33,30046800.0,43862236.88,-51602631.61,98340.0,0.0,38200.0,400086.0,100079.0,300007.0,60000.0,240000.0,400 GW,25-75,13.0,2019-02-05 01:02:09
S200W200_ClcC70mB60,battery60,2.85098466177e+12,2439819368.66,825174368.0,817755442.0,7418938.0,340943107.93,476812334.15,1436286100.14,25028250.47,1674212.04,240676.82,0.0,128787887.33,30046800.0,86508393.4,-101774580.14,89100.0,0.0,26800.0,400009.0,200004.0,200005.0,60000.0,240000.0,400 GW,50-50,14.0,2019-02-05 02:22:32
S300W100_ClcC70mB60,battery60,3.18646099766e+12,2440326601.75,771532271.0,683054649.1,88477623.0,459006558.94,224048090.05,1559192299.85,35866505.81,2654097.64,724362.52,0.0,128787887.33,30046800.0,89382713.69,-105156133.42,97020.0,0.0,22000.0,400037.0,300014.0,100023.0,60000.0,240000.0,400 GW,75-25,15.0,2019-02-05 03:46:40
S400W0_ClcC70mB60,battery60,3.66715664837e+12,2440625554.94,689271552.0,465845158.57,223426409.0,465845158.57,0.0,1771632390.56,40548597.8,2932294.47,832426.03,0.0,128787887.33,30046800.0,91076781.2,-107149154.12,123420.0,0.0,7200.0,400003.0,400003.0,0.0,60000.0,240000.0,400 GW,100-0,16.0,2019-02-05 05:14:07
S0W600_ClcC70mB60,battery60,2.36614251984e+12,2431737160.42,1286680244.0,1060582879.86,226097371.0,0.0,1060582879.86,1195679341.3,15474636.25,1020717.28,139039.6,5859.0,128787887.33,30046800.0,40709211.52,-47893189.96,100980.0,6250.0,36400.0,600016.0,0.0,600016.0,60000.0,240000.0,600 GW,0-100,17.0,2019-02-05 06:29:58
S150W450_ClcC70mB60,battery60,2.19334173476e+12,2434583161.65,1267252344.0,1142279431.0,124972910.0,227953044.15,914326386.74,1115666790.15,16465063.13,1107557.17,225238.68,4394.26,128787887.33,30046800.0,56836552.44,-66866532.21,78540.0,3000.0,36400.0,600096.0,150088.0,450008.0,60000.0,240000.0,600 GW,25-75,18.0,2019-02-05 07:44:54
S300W300_ClcC70mB60,battery60,2.33824369941e+12,2440014805.48,1207988444.0,1082178842.7,125809629.0,442614899.5,639563943.26,1170700541.6,25265605.18,2264472.99,769516.78,1139.25,128787887.33,30046800.0,87615868.23,-103077491.73,78540.0,3250.0,27400.0,600019.0,300012.0,300007.0,60000.0,240000.0,600 GW,50-50,19.0,2019-02-05 09:09:49
S450W150_ClcC70mB60,battery60,2.90099946138e+12,2440261760.86,1142202959.0,813172364.04,329030570.0,507074554.39,306097809.78,1432104174.66,32531503.4,2699470.18,919561.64,0.0,128787887.33,30046800.0,89015282.15,-104723861.0,91740.0,0.0,23600.0,600057.0,450047.0,150010.0,60000.0,240000.0,600 GW,75-25,20.0,2019-02-05 10:38:58
S600W0_ClcC70mB60,battery60,3.62417260771e+12,2440440319.03,1026500348.0,487575566.45,538924801.0,487575566.45,0.0,1748973364.09,40986733.5,3040057.62,1029909.89,0.0,128787887.33,30046800.0,90027111.46,-105914248.47,122760.0,0.0,6800.0,600051.0,600051.0,0.0,60000.0,240000.0,600 GW,100-0,21.0,2019-02-05 12:09:12
