Fuel,Generator,Transport Charge
SUBCRITICAL-COAL,GEN_432020_MEJIA2_220_6,60.24
SUBCRITICAL-COAL,GEN_432212_WARIA2_220_1,94.36
SUBCRITICAL-COAL,GEN_432212_WARIA2_220_2,94.36
SUBCRITICAL-COAL,GEN_434002_DTPS_400_1,177.47
SUBCRITICAL-COAL,GEN_434002_DTPS_400_2,186.22
SUBCRITICAL-COAL,GEN_434003_MEJIA-B_400_1,115.35
SUBCRITICAL-COAL,GEN_434003_MEJIA-B_400_2,142.48
SUBCRITICAL-COAL,GEN_434005_KODERMA_400_1,110.1
SUBCRITICAL-COAL,GEN_434005_KODERMA_400_2,110.1
SUBCRITICAL-COAL,GEN_434006_RAGHUNATH_400_1,326.85
SUBCRITICAL-COAL,GEN_434035_MAITHON-RB_400_1,137.96
SUBCRITICAL-COAL,GEN_434035_MAITHON-RB_400_2,103.7
SUBCRITICAL-COAL,GEN_441001_BANDEL-TPS_132_1,139.85
SUBCRITICAL-COAL,GEN_441001_BANDEL-TPS_132_2,139.85
SUBCRITICAL-COAL,GEN_441001_BANDEL-TPS_132_3,139.85
SUBCRITICAL-COAL,GEN_441001_BANDEL-TPS_132_4,139.85
SUBCRITICAL-COAL,GEN_441001_BANDEL-TPS_132_5,139.85
SUBCRITICAL-COAL,GEN_441017_DPL_132_1,94.36
SUBCRITICAL-COAL,GEN_441017_DPL_132_2,94.36
SUBCRITICAL-COAL,GEN_441017_DPL_132_3,94.36
SUBCRITICAL-COAL,GEN_441017_DPL_132_4,94.36
SUBCRITICAL-COAL,GEN_441017_DPL_132_5,94.36
SUBCRITICAL-COAL,GEN_441641_BUDGEBUDGE_132_1,160.85
SUBCRITICAL-COAL,GEN_441641_BUDGEBUDGE_132_2,160.85
SUBCRITICAL-COAL,GEN_442012_KTPS220_220_1,164.76
SUBCRITICAL-COAL,GEN_442012_KTPS220_220_2,164.76
SUBCRITICAL-COAL,GEN_442012_KTPS220_220_3,164.76
SUBCRITICAL-COAL,GEN_442023_BAKRESWAR_220_3,139.27
SUBCRITICAL-COAL,GEN_442023_BAKRESWAR_220_4,139.27
SUBCRITICAL-COAL,GEN_442023_BAKRESWAR_220_5,139.27
SUBCRITICAL-COAL,GEN_442028_SANTLDI_220_1,139.85
SUBCRITICAL-COAL,GEN_442028_SANTLDI_220_2,139.85
SUBCRITICAL-COAL,GEN_442028_SANTLDI_220_3,139.85
SUBCRITICAL-COAL,GEN_442028_SANTLDI_220_4,139.85
SUBCRITICAL-COAL,GEN_442028_SANTLDI_220_5,139.85
SUBCRITICAL-COAL,GEN_442028_SANTLDI_220_6,139.85
SUBCRITICAL-COAL,GEN_442657_BUDGEBU-TPS_220_1,160.85
SUBCRITICAL-COAL,GEN_444010_SAGARDIGHI_4_400_1,139.85
SUBCRITICAL-COAL,GEN_444010_SAGARDIGHI_4_400_2,139.85
SUBCRITICAL-COAL,GEN_444013_HALDIA-TPS_400_1,154.38
SUBCRITICAL-COAL,GEN_444013_HALDIA-TPS_400_2,154.38
SUBCRITICAL-COAL,GEN_444023_BAKRASWR_400_1,139.27
SUBCRITICAL-COAL,GEN_444023_BAKRASWR_400_2,139.27
SUBCRITICAL-COAL,GEN_471526_JOJOBE_132_1,178.76
SUBCRITICAL-COAL,GEN_471526_JOJOBE_132_2,178.76
SUBCRITICAL-COAL,GEN_471526_JOJOBE_132_3,142.48
SUBCRITICAL-COAL,GEN_472012_PATRATU2_220_5,89.98
SUBCRITICAL-COAL,GEN_472012_PATRATU2_220_6,89.98
SUBCRITICAL-COAL,GEN_472012_PATRATU2_220_7,89.98
SUBCRITICAL-COAL,GEN_472012_PATRATU2_220_8,89.98
SUBCRITICAL-COAL,GEN_472012_PATRATU2_220_9,89.98
SUBCRITICAL-COAL,GEN_472214_TENUGHAT2_220_1,60.01
SUBCRITICAL-COAL,GEN_472214_TENUGHAT2_220_2,60.01
SUBCRITICAL-COAL,GEN_474023_CORPORATE-I_400_1,83.71
SUBCRITICAL-COAL,GEN_474023_CORPORATE-I_400_2,83.71
SUBCRITICAL-COAL,GEN_474024_ADHUNIK_400_1,91.73
SUBCRITICAL-COAL,GEN_474024_ADHUNIK_400_2,91.73
SUPERCRITICAL-COAL,GEN_474050_NORTHKARNPRA_400_1,334.81
SUPERCRITICAL-COAL,GEN_474050_NORTHKARNPRA_400_2,334.81
SUBCRITICAL-COAL,GEN_511001_RSTP_132_1,157.33
SUBCRITICAL-COAL,GEN_511079_KRPL_132_1,127.58
SUBCRITICAL-COAL,GEN_512005_VIJA_220_1,173.97
SUBCRITICAL-COAL,GEN_512005_VIJA_220_2,173.97
SUBCRITICAL-COAL,GEN_512005_VIJA_220_3,173.97
SUBCRITICAL-COAL,GEN_512005_VIJA_220_4,173.97
SUBCRITICAL-COAL,GEN_512005_VIJA_220_5,173.97
SUBCRITICAL-COAL,GEN_512005_VIJA_220_6,173.97
CT-GAS,GEN_512042_HINDUPUR_220_W,11.38
CCGT-GAS,GEN_512043_JAGRPDU2_220_1,159.4
CCGT-GAS,GEN_512043_JAGRPDU2_220_2,159.4
CCGT-GAS,GEN_512044_KAKINADA_220_1,178.82
CCGT-GAS,GEN_512044_KAKINADA_220_2,178.82
CCGT-GAS,GEN_512044_KAKINADA_220_3,178.82
CCGT-GAS,GEN_512044_KAKINADA_220_4,178.82
SUBCRITICAL-COAL,GEN_512049_KOTH_220_1,107.86
SUBCRITICAL-COAL,GEN_512049_KOTH_220_2,127.58
SUBCRITICAL-COAL,GEN_512049_KOTH_220_3,127.58
SUBCRITICAL-COAL,GEN_512049_KOTH_220_4,127.58
SUBCRITICAL-COAL,GEN_512049_KOTH_220_5,127.58
SUBCRITICAL-COAL,GEN_512049_KOTH_220_6,127.58
SUBCRITICAL-COAL,GEN_512049_KOTH_220_7,127.58
SUBCRITICAL-COAL,GEN_512049_KOTH_220_8,127.58
SUBCRITICAL-COAL,GEN_512049_KOTH_220_9,88.15
SUBCRITICAL-COAL,GEN_512049_KOTH_220_A,88.15
SUBCRITICAL-COAL,GEN_512057_MUDN_220_1,241.34
SUBCRITICAL-COAL,GEN_512057_MUDN_220_2,241.34
SUBCRITICAL-COAL,GEN_512057_MUDN_220_3,241.34
SUBCRITICAL-COAL,GEN_512057_MUDN_220_4,241.34
SUBCRITICAL-COAL,GEN_512057_MUDN_220_5,241.34
CCGT-GAS,GEN_512083_KNDP_220_1,323.88
CCGT-GAS,GEN_512083_KNDP_220_2,323.88
CCGT-GAS,GEN_512083_KNDP_220_3,323.88
CCGT-GAS,GEN_512084_VIJES1_220_1,323.88
CCGT-GAS,GEN_512084_VIJES1_220_2,323.88
CCGT-GAS,GEN_512084_VIJES1_220_3,323.88
CCGT-GAS,GEN_512085_VIJES2_220_1,323.88
CCGT-GAS,GEN_512085_VIJES2_220_2,323.88
SUBCRITICAL-COAL,GEN_514001_RSTP_400_1,169.64
SUPERCRITICAL-COAL,GEN_514001_RSTP_400_10,167.64
SUBCRITICAL-COAL,GEN_514001_RSTP_400_2,169.64
SUBCRITICAL-COAL,GEN_514001_RSTP_400_3,169.64
SUBCRITICAL-COAL,GEN_514001_RSTP_400_4,169.64
SUBCRITICAL-COAL,GEN_514001_RSTP_400_5,169.64
SUBCRITICAL-COAL,GEN_514001_RSTP_400_6,169.64
SUBCRITICAL-COAL,GEN_514001_RSTP_400_7,175.73
SUBCRITICAL-COAL,GEN_514014_SIMHADRI_400_1,177.54
SUBCRITICAL-COAL,GEN_514014_SIMHADRI_400_2,177.54
SUBCRITICAL-COAL,GEN_514015_SIMHD-II_400_1,176.69
SUBCRITICAL-COAL,GEN_514015_SIMHD-II_400_2,176.69
CCGT-GAS,GEN_514017_VEMAGIR4_400_1,702.61
CCGT-GAS,GEN_514017_VEMAGIR4_400_2,702.61
CCGT-GAS,GEN_514017_VEMAGIR4_400_3,702.61
SUPERCRITICAL-COAL,GEN_514018_TPCIL4_400_1,167.64
SUPERCRITICAL-COAL,GEN_514027_KRISH-AP_400_1,167.64
SUBCRITICAL-COAL,GEN_514029_KAKTIYA_400_1,136.36
SUBCRITICAL-COAL,GEN_514029_KAKTIYA_400_2,147.24
SUBCRITICAL-COAL,GEN_514030_VIJTP-IV_400_1,194.09
SUBCRITICAL-COAL,GEN_514031_SINGARENI_400_3,137.93
SUBCRITICAL-COAL,GEN_514031_SINGARENI_400_4,137.93
SUBCRITICAL-COAL,GEN_514049_KOTH-IV_400_1,185.36
SUBCRITICAL-COAL,GEN_514057_MUDN400_400_1,137.93
SUPERCRITICAL-COAL,GEN_514080_KOTH-VII_400_1,167.64
CCGT-GAS,GEN_514088_LANCO-OA_400_1,113.16
CCGT-GAS,GEN_514088_LANCO-OA_400_2,113.16
SUBCRITICAL-COAL,GEN_514089_SIMHP-OA_400_1,177.94
SUBCRITICAL-COAL,GEN_514089_SIMHP-OA_400_2,177.94
SUBCRITICAL-COAL,GEN_514089_SIMHP-OA_400_3,177.94
SUBCRITICAL-COAL,GEN_514089_SIMHP-OA_400_4,177.94
SUBCRITICAL-COAL,GEN_514090_MENAK-OA_400_1,177.94
SUBCRITICAL-COAL,GEN_514090_MENAK-OA_400_2,177.94
SUBCRITICAL-COAL,GEN_514090_MENAK-OA_400_3,177.94
SUBCRITICAL-COAL,GEN_514090_MENAK-OA_400_4,177.94
SUPERCRITICAL-COAL,GEN_514094_NCCPPL_400_1,167.64
SUPERCRITICAL-COAL,GEN_514094_NCCPPL_400_2,167.64
CCGT-GAS,GEN_514096_GMR-OA_400_1,524.28
SUBCRITICAL-COAL,GEN_514098_HINDJ-OA_400_1,122.25
SUBCRITICAL-COAL,GEN_514098_HINDJ-OA_400_2,122.25
SUPERCRITICAL-COAL,GEN_514401_PUDIMADAKA4_400_1,167.64
SUPERCRITICAL-COAL,GEN_514401_PUDIMADAKA4_400_2,167.64
SUBCRITICAL-COAL,GEN_522003_RAIC_220_1,209.93
SUBCRITICAL-COAL,GEN_522003_RAIC_220_2,209.93
SUBCRITICAL-COAL,GEN_522003_RAIC_220_3,209.93
SUBCRITICAL-COAL,GEN_522003_RAIC_220_4,209.93
DIESEL,GEN_522004_GUTTUR_220_1,209.76
DIESEL,GEN_522058_MLNG_220_1,209.76
SUBCRITICAL-COAL,GEN_522076_TORAN2_220_1,454.81
SUBCRITICAL-COAL,GEN_522076_TORAN2_220_2,454.81
SUBCRITICAL-COAL,GEN_522134_BMMISPAT_220_1,426.82
SUBCRITICAL-COAL,GEN_522134_BMMISPAT_220_2,426.82
SUBCRITICAL-COAL,GEN_522134_BMMISPAT_220_3,426.82
SUBCRITICAL-COAL,GEN_524003_RAIC_400_1,200.78
SUBCRITICAL-COAL,GEN_524003_RAIC_400_2,191.64
SUBCRITICAL-COAL,GEN_524003_RAIC_400_3,209.93
SUBCRITICAL-COAL,GEN_524003_RAIC_400_4,209.93
SUBCRITICAL-COAL,GEN_524008_UDUPI400_400_1,171.8
SUBCRITICAL-COAL,GEN_524008_UDUPI400_400_2,171.8
SUPERCRITICAL-COAL,GEN_524034_KUDGI-NT_400_1,167.64
SUPERCRITICAL-COAL,GEN_524034_KUDGI-NT_400_2,167.64
SUPERCRITICAL-COAL,GEN_524034_KUDGI-NT_400_3,167.64
SUBCRITICAL-COAL,GEN_524076_TORNGL4_400_1,454.81
SUBCRITICAL-COAL,GEN_524076_TORNGL4_400_2,454.81
SUBCRITICAL-COAL,GEN_524076_TORNGL4_400_3,454.81
SUBCRITICAL-COAL,GEN_524076_TORNGL4_400_4,454.81
SUBCRITICAL-COAL,GEN_524082_BELLARY_400_1,203.21
SUBCRITICAL-COAL,GEN_524082_BELLARY_400_2,178.44
DIESEL,GEN_531314_BDPP1_110_1,209.76
DIESEL,GEN_531314_BDPP1_110_2,209.76
DIESEL,GEN_531314_BDPP1_110_3,209.76
DIESEL,GEN_531314_BDPP1_110_4,209.76
DIESEL,GEN_531314_BDPP1_110_5,209.76
CCGT-NAPTHA,GEN_531368_BSES1_110_1,203.76
CCGT-NAPTHA,GEN_531368_BSES1_110_2,203.76
CCGT-NAPTHA,GEN_531368_BSES1_110_3,203.76
CCGT-NAPTHA,GEN_531368_BSES1_110_4,203.76
DIESEL,GEN_531615_KDPP1_110_1,209.76
DIESEL,GEN_531615_KDPP1_110_2,209.76
DIESEL,GEN_531615_KDPP1_110_3,209.76
DIESEL,GEN_531615_KDPP1_110_4,209.76
DIESEL,GEN_531615_KDPP1_110_5,209.76
DIESEL,GEN_531615_KDPP1_110_6,209.76
DIESEL,GEN_531615_KDPP1_110_7,209.76
DIESEL,GEN_531615_KDPP1_110_8,209.76
CCGT-GAS,GEN_531641_KPCL1_110_1,760.22
CCGT-GAS,GEN_531641_KPCL1_110_2,760.22
CCGT-GAS,GEN_531641_KPCL1_110_3,760.22
CCGT-NAPTHA,GEN_532005_KAYMKULM2_220_1,623.05
CCGT-NAPTHA,GEN_532005_KAYMKULM2_220_2,623.05
CCGT-NAPTHA,GEN_532005_KAYMKULM2_220_3,623.05
CCGT-GAS,GEN_541044_KUTALAMGAS1_110_1,156.65
SUBCRITICAL-COAL,GEN_541046_NEYVELITS1_110_1,130.23
SUBCRITICAL-COAL,GEN_541046_NEYVELITS1_110_2,130.23
SUBCRITICAL-COAL,GEN_541046_NEYVELITS1_110_3,130.23
SUBCRITICAL-COAL,GEN_541046_NEYVELITS1_110_4,130.23
SUBCRITICAL-COAL,GEN_541046_NEYVELITS1_110_5,130.23
SUBCRITICAL-COAL,GEN_541046_NEYVELITS1_110_6,130.23
CCGT-GAS,GEN_541105_RAMNDIPPGAS1_110_1,156.65
CCGT-GAS,GEN_541106_KOVILKLPLGAS_110_1,156.65
CT-GAS,GEN_541112_VALUTHURGAS1_110_1,11.38
CT-GAS,GEN_541112_VALUTHURGAS1_110_2,11.38
SUBCRITICAL-COAL,GEN_542001_NEYVELTS2_230_1,144.72
SUBCRITICAL-COAL,GEN_542001_NEYVELTS2_230_2,144.72
SUBCRITICAL-COAL,GEN_542001_NEYVELTS2_230_3,144.72
DIESEL,GEN_542006_UDMLPET2_230_1,209.76
CT-GAS,GEN_542006_UDMLPET2_230_2,11.38
SUBCRITICAL-COAL,GEN_542008_NCTPS2_230_1,183.6
SUBCRITICAL-COAL,GEN_542008_NCTPS2_230_2,183.6
SUBCRITICAL-COAL,GEN_542008_NCTPS2_230_3,183.6
SUBCRITICAL-COAL,GEN_542041_MTPS2_230_1,222.97
SUBCRITICAL-COAL,GEN_542041_MTPS2_230_2,222.97
SUBCRITICAL-COAL,GEN_542041_MTPS2_230_3,222.97
SUBCRITICAL-COAL,GEN_542041_MTPS2_230_4,222.97
SUBCRITICAL-COAL,GEN_542046_NEYVELITS12_230_7,130.23
SUBCRITICAL-COAL,GEN_542046_NEYVELITS12_230_8,130.23
SUBCRITICAL-COAL,GEN_542046_NEYVELITS12_230_9,130.23
SUBCRITICAL-COAL,GEN_542047_NEY-ZERO_230_1,152.97
SUBCRITICAL-COAL,GEN_542054_ENNORE2_230_1,242.21
SUBCRITICAL-COAL,GEN_542054_ENNORE2_230_2,242.21
SUBCRITICAL-COAL,GEN_542054_ENNORE2_230_3,242.21
CCGT-GAS,GEN_542055_PPNALUR2_230_1,971.47
SUBCRITICAL-COAL,GEN_542064_THENI2_230_6,117.63
SUBCRITICAL-COAL,GEN_542071_TTPS2_230_1,88.23
SUBCRITICAL-COAL,GEN_542071_TTPS2_230_2,88.23
SUBCRITICAL-COAL,GEN_542071_TTPS2_230_3,88.23
SUBCRITICAL-COAL,GEN_542071_TTPS2_230_4,88.23
SUBCRITICAL-COAL,GEN_542071_TTPS2_230_5,88.23
SUBCRITICAL-COAL,GEN_542137_STERLITE2_230_1,391.82
SUBCRITICAL-COAL,GEN_542137_STERLITE2_230_2,391.82
SUBCRITICAL-COAL,GEN_542138_INDBHARAT2_230_1,391.82
SUBCRITICAL-COAL,GEN_542138_INDBHARAT2_230_2,391.82
SUBCRITICAL-COAL,GEN_542138_INDBHARAT2_230_3,391.82
CCGT-GAS,GEN_542139_KARVAR2_230_1,156.65
DIESEL,GEN_542141_NAGAIPR2_230_1,209.76
SUBCRITICAL-COAL,GEN_542163_OPGALAMTYG_230_1,391.82
SUBCRITICAL-COAL,GEN_544000_CHENN-EX_400_1,202.78
SUBCRITICAL-COAL,GEN_544000_CHENN-EX_400_2,202.78
SUBCRITICAL-COAL,GEN_544001_NYVL_400_1,144.66
SUBCRITICAL-COAL,GEN_544001_NYVL_400_2,144.66
SUBCRITICAL-COAL,GEN_544001_NYVL_400_3,144.66
SUBCRITICAL-COAL,GEN_544001_NYVL_400_4,144.66
SUBCRITICAL-COAL,GEN_544010_NEYEXTN4_400_1,135.04
SUBCRITICAL-COAL,GEN_544010_NEYEXTN4_400_2,135.04
SUBCRITICAL-COAL,GEN_544020_NEY_IIEX_400_1,145.1
SUBCRITICAL-COAL,GEN_544041_METTUR4_400_1,262.04
SUBCRITICAL-COAL,GEN_544046_NEY(REP)4_400_1,117.63
SUBCRITICAL-COAL,GEN_544046_NEY(REP)4_400_2,117.63
SUBCRITICAL-COAL,GEN_544071_TUTICORN_400_1,117.63
SUBCRITICAL-COAL,GEN_544088_VALLURTPS_400_1,143.35
SUBCRITICAL-COAL,GEN_544088_VALLURTPS_400_2,143.35
SUBCRITICAL-COAL,GEN_544088_VALLURTPS_400_3,143.35
SUPERCRITICAL-COAL,GEN_544096_ILFS-OA_400_1,231.78
SUPERCRITICAL-COAL,GEN_544096_ILFS-OA_400_2,231.78
SUBCRITICAL-COAL,GEN_544114_CEPL_400_1,278.66
SUBCRITICAL-COAL,GEN_544114_CEPL_400_2,278.66
SUBCRITICAL-COAL,GEN_544115_IND-BARATH_400_1,127.41
SUBCRITICAL-COAL,GEN_544115_IND-BARATH_400_2,127.41
SUPERCRITICAL-COAL,GEN_544124_ETPSEXP4_400_1,231.78
