"","scenario","scenario_main","dispatch_cost","ann_gen_total_MWh","ann_gen_vre_nocurt_MWh","ann_gen_vre_MWh","ann_curt_vre_MWh","ann_gen_solarPV_MWh","ann_gen_wind_MWh","ann_gen_coal_MWh","ann_gen_gas_ccgt_MWh","ann_gen_gas_ct_MWh","ann_gen_diesel_MWh","ann_gen_other_MWh","ann_gen_hydro_MWh","ann_gen_nuclear_MWh","ann_discharge_bat_storage_MWh","ann_charge_bat_storage_MWh","new_capacity_coal_MW","new_capacity_gas_ccgt_MW","new_capacity_gas_ct_MW","capacity_vre_MW","capacity_solarPV_MW","capacity_wind_MW","capacity_bat_storage_MW","energy_bat_storage_MWh","scenario_build","scenario_split","rank","date_time","scenario_econ_dispatch","scenario_sensitivity","ann_cap_cost_coal_mil","ann_cap_cost_ccgt_mil","ann_cap_cost_ct_mil","ann_cap_cost_solar_mil","ann_cap_cost_wind_mil","ann_cap_cost_battery_mil","total_cost_new_conv","total_cost_vre","total_cost_capacity","total_cost_energy","total_cost","system_cost_vre","cost_vre_pMWh","cost_vre_nocurt_pMWh","cost_battery_pMWh","cost_battery_nocurt_pMWh","cost_vre_battery_pMWh","cost_vre_battery_nocurt_pMWh","capacity_value_pMWh","energy_value_pMWh","total_value_pMWh","system_cost_vre_pMWh","system_cost_add_pMWh_load","system_cost_add_perc","vre_share_after_curt","vre_curt","vre_share_nocurt","total_emissions_co2_milTonnes","grid_emissions_factor_kg_kWh","total_emissions_reduced_milTonnes","emissions_reduction","cost_emissions_reduction_pTonneCO2_avg","avoided_conv_cap_mw_perVREmw"
"164","S100W100","wind120HH_solar1A",3492894430480,2424553182,511287146,509316795.91,1970336,207281369.49,302035426.31,1724327128.48,29547654.08,1819585.3,707330.72,0,128787887.33,30046800,0,0,113520,0,30200,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-01-23 16:07:19","ClcC70mW120S1A","ClcC70mW120S1A",14275.2608769326,0,1968.42182640346,7871.05460234159,10941.6729003589,0,16243.6827033361,18812.7275027005,35056.4102060366,53736.837392,88793.2475980366,-1973.01585523326,36.937182621452,36.794837597385,0,0,36.937182621452,36.794837597385,7.13846268550201,33.6725679438644,40.8110306293664,-3.87384800791432,-0.813764725756904,-0.0217373259641678,0.210066250429643,0.00385370550661169,0.210878915668182,1600.5173228446,0.660128775366496,464.6611154058,0.224998047045008,-4.24613936870997,0.104046936062608
"165","S150W50","wind120HH_solar1A",3691333487870,2424553182,466900351,438626089.6,28274259,288172722.13,150453367.38,1785033527.11,37916270.04,3017315.35,1125292.47,0,128787887.33,30046800,0,0,123420,0,25600,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-01-23 17:32:20","ClcC70mW120S1A","ClcC70mW120S1A",15520.1964185256,0,1668.59598529565,11798.0485506176,5472.75080263595,0,17188.7924038212,17270.7993532536,34459.5917570748,56789.7459672308,91249.3377243056,483.074271035744,39.3747653474135,36.9903327685731,0,0,39.3747653474135,36.9903327685731,6.13422070873969,32.1392096235217,38.2734303322614,1.10133501515216,0.199242596376978,0.00532217866701598,0.180910071536637,0.0605573787628187,0.192571709487047,1660.9793268539,0.685066155358064,404.1991113965,0.1957211560561,1.19513936922506,0.0775848709501647
"166","S200W0","wind120HH_solar1A",3973825916000,2424553182,412740168,312692904.04,100047271,312692904.04,0,1909058868.46,39221106.35,3274596.54,1471019.07,0,128787887.33,30046800,0,0,144540,0,11000,200004,200004,0,0,0,"200 GW","100-0",6,"2018-01-23 19:02:30","ClcC70mW120S1A","ClcC70mW120S1A",18176.0589072572,0,716.974837431724,15729.9973489616,0,0,18893.0337446889,15729.9973489616,34623.0310936505,61135.7833230769,95758.8144167275,4992.55096345764,50.304938633815,38.1111376321425,0,0,50.304938633815,38.1111376321425,3.1544940374596,31.1841374018084,34.338631439268,15.966307194547,2.05916331327462,0.0550044782445849,0.128969290655881,0.242397691615031,0.170233497480774,1776.0762551078,0.73253755301945,289.1021831426,0.139988960657329,17.2691569091163,0.0449991000179996
"167","S0W400","wind120HH_solar1A",2490590170020,2424553182,1099997113,1005709361.17,94287735,0,1005709361.17,1235643823.7,21685976.99,2006262.19,668529.62,4540.72,128787887.33,30046800,0,0,102960,0,43000,400031,0,400031,0,0,"400 GW","0-100",12,"2018-01-24 03:33:46","ClcC70mW120S1A","ClcC70mW120S1A",12947.3296325668,0,2802.71981905128,0,43760.0187157301,0,15750.0494516181,43760.0187157301,59510.0681673482,38316.7718464615,97826.8400138097,7060.57656053989,43.511595303062,39.781939605627,0,0,43.511595303062,39.781939605627,4.10592995735571,32.3851713211445,36.4911012785002,7.02049402456183,2.91211453432243,0.0777885559228178,0.414801939027956,0.0857163629937636,0.45369065160807,1147.7125676079,0.473370753889242,917.4658706425,0.444255011407038,7.69573755980196,0.0464464004039687
"168","S100W300","wind120HH_solar1A",2460318023770,2424553182,1054213876,1011959487.87,42254374,187627669.17,824331818.72,1227073077.08,22279010.72,3309033.15,1091701.34,6184.5,128787887.33,30046800,0,0,85140,4750,42000,400086,100079,300007,0,0,"400 GW","25-75",13,"2018-01-24 04:52:45","ClcC70mW120S1A","ClcC70mW120S1A",10706.4456576995,368.139966518575,2737.54028837567,7871.05460234159,32818.2364238022,0,13812.1259125937,40689.2910261438,54501.4169387375,37851.0465195385,92352.463458276,1586.20000500619,40.2084189277061,38.5968084394137,0,0,40.2084189277061,38.5968084394137,5.99559152927747,32.6453733412065,38.640964870484,1.56745405722206,0.654223638723298,0.0174756560935532,0.417379785843774,0.0400814190478365,0.434807486932658,1141.2443013993,0.470702936059292,923.9341368511,0.447387073067569,1.71678904560469,0.0816074543973046
"169","S200W200","wind120HH_solar1A",2785896465510,2424553182,995153366,857487963.16,137665355,331357901.21,526130061.84,1373572554.31,28012526.07,5266473.21,1378977.76,0,128787887.33,30046800,0,0,98340,1500,37600,400009,200004,200005,0,0,"400 GW","50-50",14,"2018-01-24 06:22:28","ClcC70mW120S1A","ClcC70mW120S1A",12366.3597131567,116.254726269024,2450.75035340298,15729.9973489616,21878.8607463911,0,14933.3647928287,37608.8580953527,52542.2228881815,42859.9456232308,95402.1685114123,4635.90505814244,43.8593423011528,37.792022195052,0,0,43.8593423011528,37.792022195052,5.76807729753217,32.6848858387653,38.4529631362975,5.40637916485532,1.91206573341415,0.0510751999891368,0.353668448902681,0.138335866152313,0.410448149122101,1279.9006508001,0.527891349343105,785.2777874503,0.380246942785041,5.90352246329881,0.0677484756592977
"170","S300W100","wind120HH_solar1A",3315436814400,2424553182,918763508,615953618.53,302809900,347918799.92,268034818.67,1608814233.12,34995353.47,4593500.86,1361788.41,0,128787887.33,30046800,0,0,112200,0,31600,400037,300014,100023,0,0,"400 GW","75-25",15,"2018-01-24 07:55:58","ClcC70mW120S1A","ClcC70mW120S1A",14109.2694713869,0,2059.67316934932,23595.6252107526,10941.6729003589,0,16168.9426407362,34537.2981111115,50706.2407518477,51006.7202215385,101712.960973386,10946.6975201163,56.0712642512536,37.5910643058665,0,0,56.0712642512536,37.5910643058665,6.02395845024512,32.2753548118397,38.2993132620848,17.7719509891688,4.51493396861127,0.120603152577192,0.254048301807883,0.329584149602511,0.378941371474524,1498.8177149658,0.618183064035508,566.3607232846,0.27424299653468,19.3281367687913,0.0518452043186005
"171","S400W0","wind120HH_solar1A",3920859805550,2424553182,816003964,343446641.39,472557335,343446641.39,0,1876415410.29,40248549.93,3856337.31,1751555.33,0,128787887.33,30046800,0,0,143880,0,11800,400003,400003,0,0,0,"400 GW","100-0",16,"2018-01-24 09:25:50","ClcC70mW120S1A","ClcC70mW120S1A",18093.0632044843,0,769.118461972213,31459.6014558543,0,0,18862.1816664566,31459.6014558543,50321.7831223109,60320.9200853846,110642.703207695,19876.4397544257,91.5996771100476,38.5532458710633,0,0,91.5996771100476,38.5532458710633,2.96185740953966,30.7643763208272,33.7262337303669,57.8734433796807,8.19798051945791,0.218984884892379,0.141653581344292,0.579111552710545,0.336558492532997,1747.0723363133,0.72057496997123,318.1061019371,0.154033228337691,62.4836796068624,0.0221498338762459
"172","S0W600","wind120HH_solar1A",2109933026000,2424553182,1602078613,1203447429.59,398631167,0,1203447429.59,1036615324.5,21018673.29,3544859.88,1058538.75,33668.74,128787887.33,30046800,0,0,90420,2750,43400,600016,0,600016,0,0,"600 GW","0-100",17,"2018-11-24 23:12:28","ClcC70mW120S1A","ClcC70mW120S1A",11370.4112798824,213.133664826544,2828.79163132153,0,65636.6916307424,0,14412.3365760304,65636.6916307424,80049.0282067728,32460.5080923077,112509.536299081,21743.2728458107,54.5405557541504,40.9697071655137,0,0,54.5405557541504,40.9697071655137,4.54285325273508,31.9302137925663,36.4730670453014,18.067488708849,8.96795046907356,0.239552362503112,0.496358437721413,0.248821237719126,0.660772725009255,965.6152048212,0.398265219336072,1099.5632334292,0.532430134395912,19.7744633366833,0.0466154235887043
"173","S150W450","wind120HH_solar1A",1955739364730,2424553146.28,1555986777,1298437449.61,257549321,241153268.74,1057284180.73,933214293.81,24650049.52,7736808.83,1538070.32,141786.91,128787887.33,30046800,0,0,60060,18000,52000,600096,150088,450008,0,0,"600 GW","25-75",18,"2018-11-25 00:31:10","ClcC70mW120S1A","ClcC70mW120S1A",7552.60895233062,1395.05671522829,3389.33559513179,11804.1831268922,49227.081156781,0,12337.0012626907,61031.2642836732,73368.2655463639,30088.2979189231,103456.563465287,12690.3000120172,47.0036229330913,39.2235108844201,0,0,47.0036229330913,39.2235108844201,5.80884384196851,31.4212624570879,37.2301062990564,9.7735166340349,5.23407788832675,0.139812960556107,0.535536806690419,0.165521539898022,0.641762289016991,875.0455783289,0.360910042195398,1190.1328599215,0.576285728089322,10.6629271734033,0.0574574734709113
"174","S300W300","wind120HH_solar1A",2302385900560,2424553182,1463635765,1112054337.75,351581428,351093047.72,760961289.91,1117565293.44,26571705.89,7860174.47,1663679.3,3303.83,128787887.33,30046800,0,0,79200,9000,43200,600019,300012,300007,0,0,"600 GW","50-50",19,"2018-11-25 01:52:41","ClcC70mW120S1A","ClcC70mW120S1A",9959.48433274367,697.528357614143,2815.75572518641,23595.4679139251,32818.2364238022,0,13472.7684155442,56413.7043377273,69886.4727532715,35421.3215470769,105307.794300348,14541.5308470786,50.7292696253208,38.5435404673425,0,0,50.7292696253208,38.5435404673425,5.76109728905629,31.8918950776368,37.6529923666931,13.0762772586277,5.99761265499791,0.160208543282882,0.45866361934477,0.240211011275746,0.603672369765325,1045.6363133807,0.431269695853056,1019.5421248697,0.493682340463251,14.2628053244363,0.0552315843331628
"175","S450W150","wind120HH_solar1A",3003428848970,2424553182,1363264221,758655838.04,604608396,427330861.08,331324977.06,1469139790.66,31306406.53,5193830.52,1422628.92,0,128787887.33,30046800,0,0,104940,0,35600,600057,450047,150010,0,0,"600 GW","75-25",20,"2018-11-25 03:11:06","ClcC70mW120S1A","ClcC70mW120S1A",13196.3167408854,0,2320.39129205176,35395.4826748871,16409.8292570993,0,15516.7080329371,51805.3119319864,67322.0199649235,46206.5976764615,113528.617641385,22762.3541881152,68.2856564655539,38.0009327127983,0,0,68.2856564655539,38.0009327127983,5.75058332691811,32.5315418313145,38.2821251582326,30.0035313073213,9.38826764333488,0.250779896870319,0.312905422604172,0.443500514167752,0.562274414568812,1369.1959670918,0.56472094621672,695.9824711586,0.337008395142954,32.7053555676809,0.0399962003609657
"176","S600W0","wind120HH_solar1A",3901574290840,2424553182,1213116589,353950243.61,859166371,353950243.61,0,1865409854.91,40488608.55,4032340.09,1837447.14,0,128787887.33,30046800,0,0,143220,0,12000,600051,600051,0,0,0,"600 GW","100-0",21,"2018-11-25 04:28:54","ClcC70mW120S1A","ClcC70mW120S1A",18010.0675017115,0,782.154368107335,47193.0593350221,0,0,18792.2218698188,47193.0593350221,65985.2812048409,60024.2198590769,126009.501063918,35243.237610648,133.332467449921,38.902327907266,0,0,133.332467449921,38.902327907266,3.07161753904076,30.6896863168226,33.7613038558634,99.571163594058,14.5359721833679,0.388285650083995,0.145985761928319,0.708230645908676,0.500346454763804,1737.2293630197,0.716515263891498,327.9490752307,0.158799389513545,107.465580093055,0.0155320131122188
"177","S0W0","battery15",4607644717470,2424553182,0,0,0,0,0,2226209346.9,37431382.02,1890048.44,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-01-17 00:22:52","ClcC70mB15","ClcC70mB15",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70886.8418072308,90766.2634532698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1784382504,0.851776918560659,NA,NA,NA,NA
"178","S0W200","battery15",3527658020340,2426180607.77,477166828,477166824.57,0,0,477166824.57,1765697948.72,23079536.87,1233552.74,168057.6,0,128787887.33,30046800,9222078.57,-10849504.39,126720,0,30200,200005,0,200005,15000,60000,"200 GW","0-100",2,"2018-01-19 17:04:52","ClcC70mB15","ClcC70mB15",15935.1749323899,0,1968.42182640346,0,21878.8607463911,4324.50288121674,17903.5967587933,21878.8607463911,44106.9603864012,54271.6618513846,98378.6222377858,7612.35878451602,45.8515965901597,45.8515962605664,9.06287415331897,9.06287408817266,54.9144707434787,54.9144703487391,4.1407423683032,34.8204843679545,38.9612267362577,15.953244007221,3.13758949360033,0.083867711359906,0.196674074074223,7.18826164326863e-09,0.196674075487968,1635.050463766,0.673919517174297,430.1279744844,0.208276421309531,17.697892804208,0.0380990475238119
"179","S50W150","battery15",3577212709690,2426453571.62,454821772,454821767.92,0,87844246.67,366977521.2,1786512294.04,24812197.6,1304432.69,168192,0,128787887.33,30046800,10768874.47,-12669264.13,118800,0,25000,200025,50015,150010,15000,60000,"200 GW","25-75",3,"2018-01-19 18:13:01","ClcC70mB15","ClcC70mB15",14939.2264991155,0,1629.48826689028,3933.60041503327,16409.8292570993,4324.50288121674,16568.7147660058,20343.4296721325,41236.6473193551,55034.0416875385,96270.6890068935,5504.4255536237,44.7283553845004,44.7283549832626,9.50812644916632,9.50812636387323,54.2364818336667,54.2364813471358,7.27913022979053,34.8549722942916,42.1341025240821,12.1023793095846,2.26850644001761,0.0606439589358838,0.18744301281493,8.97054678224749e-09,0.187443014496396,1654.9721435435,0.682053909005386,410.2062947069,0.198629952312703,13.4186764675484,0.10368703912011
"180","S100W100","battery15",3652547383590,2428358463.14,427217839,427213520.27,4321,175033902.84,252179617.28,1812587744.95,28077324.07,1457851.18,187334.61,0,128787887.33,30046800,21563254.74,-25368535.81,118140,0,25600,200102,100079,100023,15000,60000,"200 GW","50-50",4,"2018-01-19 19:25:37","ClcC70mB15","ClcC70mB15",14856.2307963426,0,1668.59598529565,7871.05460234159,10941.6729003589,4324.50288121674,16524.8267816383,18812.7275027005,39662.0571655555,56193.0366706154,95855.0938361709,5088.8303829011,44.0358898070707,44.0354446498207,10.1225796376567,10.1224773088577,54.1584694447274,54.1579219586784,7.85226755529794,34.3945227373161,42.2467902926141,11.9116791521134,2.09558451116025,0.0560652183894409,0.17592687684074,1.01089645744383e-05,0.175928655297284,1680.445262087,0.692008732480992,384.7331761634,0.186295367527342,13.2269081487785,0.103946987036611
"181","S150W50","battery15",3770691649280,2428527980.74,392945562,391155873.57,1789683,260485545.38,130670328.45,1841558133.64,34750098.33,1989238.75,239948.05,0,128787887.33,30046800,22523853.45,-26498652.15,122100,0,22800,200039,150010,50029,15000,60000,"200 GW","75-25",5,"2018-01-19 20:43:23","ClcC70mB15","ClcC70mB15",15354.2050129798,0,1486.09329940394,11798.0485506176,5472.75080263595,4324.50288121674,16840.2983123838,17270.7993532536,38435.6005468541,58010.6407581538,96446.2413050079,5679.97785173812,44.1532404860152,43.9521425445023,11.0557022747681,11.0053485760369,55.2089427607833,54.9574911205393,7.76959657007783,32.9183374687908,40.6879340388686,14.5210087219147,2.33885625234072,0.0625780729054954,0.161067064770162,0.00455454547161932,0.161804008484294,1710.2785020609,0.704244923519374,354.8999361895,0.171849526227946,16.0044487827275,0.098180854733327
"182","S200W0","battery15",3966780118210,2428546919.68,348007539,311450405.73,36557121,311450405.73,0,1916620216.38,38461435.72,2530651.08,649522.53,0,128787887.33,30046800,22631174.35,-26624912.04,138600,0,14200,200004,200004,0,15000,60000,"200 GW","100-0",6,"2018-01-19 22:06:46","ClcC70mB15","ClcC70mB15",17429.0975823014,0,925.54933559368,15729.9973489616,0,4324.50288121674,18354.6469178951,15729.9973489616,38409.1471480734,61027.386434,99436.5335820734,8670.27012880363,50.5056248428783,45.2001626003901,13.8850449434498,12.4264632129614,64.3906697863281,57.6266258133515,4.8957224010354,31.6565822096827,36.5523046107181,27.83836517561,3.5701472590639,0.0955230478697346,0.128245578953459,0.105046957818922,0.143298668096499,1781.571320727,0.733595594258377,283.6071175234,0.137328141854739,30.5714123274366,0.0586988260234795
"183","S0W400","battery15",2788706046700,2427294508.34,888594843,850138528.53,38456310,0,850138528.53,1396360772.81,20460042.63,1289334.96,208797.84,2343.6,128787887.33,30046800,15534178.93,-18275505.25,112200,0,41800,400031,0,400031,15000,60000,"400 GW","0-100",12,"2018-01-20 06:10:59","ClcC70mB15","ClcC70mB15",14109.2694713869,0,2724.50438224055,0,43760.0187157301,4324.50288121674,16833.7738536274,43760.0187157301,64918.2954505743,42903.1699492308,107821.465399805,17055.2019465352,51.4739860001368,49.2463118151701,5.08682142508512,4.86667564558074,56.5608074252219,54.1129874607508,3.58253118780293,32.9166023170217,36.4991335048246,20.0616739203973,7.02642464189443,0.187902435306439,0.350241194716582,0.0432776701023461,0.366084477984379,1294.2286241434,0.533198019315962,770.949814107,0.373309056412647,22.1223244813807,0.0263479580332524
"184","S100W300","battery15",2767553122060,2428318211.61,862515820,846228296.44,16287553,168748987.19,677479309.32,1401306274.68,20169448.78,1410127.26,369376.71,0,128787887.33,30046800,21335166.1,-25100195.78,99660,500,36200,400086,100079,300007,15000,60000,"400 GW","25-75",13,"2018-01-20 07:29:19","ClcC70mB15","ClcC70mB15",12532.3511187025,38.7515754230079,2359.49901045713,7871.05460234159,32818.2364238022,4324.50288121674,14930.6017045826,40689.2910261438,59944.3956119432,42577.7403393846,102522.135951328,11755.872498058,48.0831132654388,47.1751243080316,5.11032649157385,5.01382442030656,53.1934397570126,52.1889487283382,5.84809083113345,33.4532673829743,39.3013582141077,13.8920815429049,4.84115814881762,0.129518083600636,0.348483280483632,0.0188837389208698,0.355190607176702,1298.8642102692,0.534882209448176,766.3142279812,0.371064414477625,15.3407989422668,0.0704348565058512
"185","S200W200","battery15",2973021506780,2428736501.38,825174368,760823024.96,64351343,316714483.92,444108541.03,1477690452.53,28420125.39,2311776.07,656434.4,0,128787887.33,30046800,23705472.21,-27888791.65,102960,0,31000,400009,200004,200005,15000,60000,"400 GW","50-50",14,"2018-01-20 08:58:18","ClcC70mB15","ClcC70mB15",12947.3296325668,0,2020.56545094395,15729.9973489616,21878.8607463911,4324.50288121674,14967.8950835107,37608.8580953527,56901.2560600802,45738.792412,102640.04847208,11873.7850188104,49.4318085304135,45.5768617565115,5.68398003128796,5.24071402229588,55.1157885617015,50.8175757788074,6.45554406399114,33.0537438671141,39.5092879311052,15.6065006305963,4.88887329360915,0.130817162314096,0.313258776539861,0.0779851453650581,0.339754587428953,1373.4063641235,0.56548183112624,691.7720741269,0.334969638126264,17.1643023228374,0.0764482799137019
"186","S300W100","battery15",3387555405010,2428635097.9,771532271,578718748.65,192813526,336303918.64,242414830.12,1651763901.68,35660847.14,2703384.18,953528.03,0,128787887.33,30046800,23130851.89,-27212767.73,112200,0,26000,400037,300014,100023,15000,60000,"400 GW","75-25",15,"2018-01-20 10:29:08","ClcC70mB15","ClcC70mB15",14109.2694713869,0,1694.66779756589,23595.6252107526,10941.6729003589,4324.50288121674,15803.9372689528,34537.2981111115,54665.738261281,52116.2370001538,106781.975261435,16015.711808165,59.6788996238294,44.764554133746,7.47254670996002,5.60508360280466,67.1514463337894,50.3696377365507,7.04225392143129,32.4347618784839,39.4770157999152,27.6744305338742,6.5945319747761,0.176450050920192,0.238289708137055,0.249909860672568,0.317681430062149,1537.0853703624,0.632900912817859,528.093067888,0.255713045471943,30.3274418507643,0.065843909438377
"187","S400W0","battery15",3876849318080,2428543670.28,689271552,358356547.82,330915036,358356547.82,0,1867460597.39,39964013.78,2871535.47,1056287.45,0,128787887.33,30046800,22612761.03,-26603249.24,139260,0,10400,400003,400003,0,15000,60000,"400 GW","100-0",16,"2018-01-20 12:00:39","ClcC70mB15","ClcC70mB15",17512.0932850743,0,677.867119026357,31459.6014558543,0,4324.50288121674,18189.9604041006,31459.6014558543,53974.0647411717,59643.8356627692,113617.900403941,22851.6369506711,87.7885492737146,45.6418103497391,12.0675983389284,6.27401909837814,99.8561476126429,51.9158294481172,4.71447013377022,31.3737985613948,36.088268695165,63.7678789174779,9.40960511862504,0.251763552682061,0.147560265110935,0.48009380804969,0.283820941922996,1737.5238584415,0.715459178150653,327.6545798089,0.158656789040702,69.7430719997841,0.0371997210020925
"188","S0W600","battery15",2398049368250,2427303514.9,1286680244,1047350749.51,239329499,0,1047350749.51,1201432818.36,17997881.49,1415713.24,268165.21,3499.13,128787887.33,30046800,15585216.22,-18335549.03,106260,1000,36200,600016,0,600016,15000,60000,"600 GW","0-100",17,"2018-11-23 23:52:46","ClcC70mB15","ClcC70mB15",13362.3081464311,77.5031508460158,2359.49901045713,0,65636.6916307424,4324.50288121674,15799.3103077342,65636.6916307424,85760.5048196934,36893.0672038462,122653.57202354,31887.3085702697,62.669255415581,51.0124344698825,4.12899201460441,3.36097713583666,66.7982474301854,54.3734116057191,3.89564941851014,32.4569153354676,36.3525647539778,30.4456826762077,13.1369267891426,0.351312341800724,0.431487345146925,0.186005416346472,0.530086260783505,1113.9890979304,0.458940998145547,951.18934032,0.460584578408556,33.5236185043265,0.0351323964694275
"189","S150W450","battery15",2254330537830,2428380671.11,1267252344,1120219812.79,147032540,213935475.83,906284336.95,1125411942.93,21232661.6,1926817.71,743893.12,10855.44,128787887.33,30046800,21689103.79,-25516592.85,81840,5750,37600,600096,150088,450008,15000,60000,"600 GW","25-75",18,"2018-11-24 01:08:01","ClcC70mB15","ClcC70mB15",10291.4671438351,445.643117364591,2450.75035340298,11804.1831268922,49227.081156781,4324.50288121674,13187.8606146027,61031.2642836732,78543.6277794927,34682.0082743077,113225.6360538,22459.3726005306,54.4815076352469,48.1603088545348,3.86040563810973,3.41250335948618,58.3419132733566,51.572812214021,5.97343570881008,32.3194011742677,38.2928368830778,20.0490763902788,9.24870341282386,0.247441855002586,0.461303215808399,0.116024666994027,0.521850778618142,1046.1205928833,0.430789375540995,1019.0578453671,0.493447842807441,22.0393500748134,0.0655728416786647
"190","S300W300","battery15",2535920700670,2428896850.82,1207988444,979131252.71,228857228,353911593.57,625219658.92,1260508941.06,26537015.18,2817752.45,1065037.14,2164.58,128787887.33,30046800,24614120.67,-28957789.4,91080,3500,30800,600019,300012,300007,15000,60000,"600 GW","50-50",19,"2018-11-24 02:33:29","ClcC70mB15","ClcC70mB15",11453.4069826552,271.261027961055,2007.52954480883,23595.4679139251,32818.2364238022,4324.50288121674,13732.1975554251,56413.7043377273,74470.4047743692,39014.1646256923,113484.569400061,22718.3059467917,57.6160797457825,46.700533120106,4.41667332060697,3.57992073740131,62.0327530663895,50.2804538575073,6.27824316055676,32.5519965717799,38.8302397323366,23.2025133340529,9.35334324268316,0.250294603770794,0.403117675573355,0.189453129644343,0.497340364039,1173.4622866491,0.483125615751421,891.7161516013,0.431786491222886,25.4770600554843,0.0652645999543348
"191","S450W150","battery15",3112432503250,2428675497.65,1142202959,704670116.66,437532851,386254834.38,318415282.39,1528311100.83,32949724.44,2746475.13,1163392.42,0,128787887.33,30046800,23359784.89,-27482100.56,106260,0,26200,600057,450047,150010,15000,60000,"600 GW","75-25",20,"2018-11-24 03:55:43","ClcC70mB15","ClcC70mB15",13362.3081464311,0,1707.70370370102,35395.4826748871,16409.8292570993,4324.50288121674,15070.0118501321,51805.3119319864,71199.8266633352,47883.5769730769,119083.403636412,28317.1401831423,73.5171120602269,45.3556099848857,6.13691822453611,3.78610723001702,79.654030284763,49.1417172149027,6.82505144208839,32.6440192230442,39.4690706651326,40.1849596196304,11.659499266387,0.311978692366478,0.290145850008304,0.383060505046372,0.47029871224262,1422.5693581447,0.585738753292149,642.6090801057,0.311163949905516,44.0658886713592,0.0534615878158242
"192","S600W0","battery15",3843108354100,2428542506.07,1026500348,377633885.78,648866453,377633885.78,0,1847127746.27,40698270.31,2953816.01,1294099.16,0,128787887.33,30046800,22606163.92,-26595488.03,137940,0,12600,600051,600051,0,15000,60000,"600 GW","100-0",21,"2018-11-24 05:20:42","ClcC70mB15","ClcC70mB15",17346.1018795286,0,821.262086512702,47193.0593350221,0,4324.50288121674,18167.3639660413,47193.0593350221,69684.9261822801,59124.7439092308,128809.670091511,38043.4066382411,124.970404172139,45.9747134299287,11.4515753062904,4.21286060900268,136.42197947843,50.1875740389314,4.53364421061295,31.1468285577855,35.6804727683984,100.741506710031,15.6651187052126,0.41913597840047,0.155498157778225,0.632115189716429,0.42268164771023,1719.3728654961,0.707985493850171,345.8055727543,0.167445856662761,110.01386222677,0.023331350168569
"193","S0W0","battery30",4607644717470,2424553182,0,0,0,0,0,2226209346.9,37431382.02,1890048.44,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-01-17 00:22:52","ClcC70mB30","ClcC70mB30",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70886.8418072308,90766.2634532698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1784382504,0.851776918560659,NA,NA,NA,NA
"194","S0W200","battery30",3526440421440,2426892704.57,477166828,477166824.57,0,0,477166824.57,1766876506.39,22664172.54,1182321.84,168192,0,128787887.33,30046800,13257294.83,-15596817.48,126720,0,30200,200005,0,200005,30000,120000,"200 GW","0-100",2,"2018-01-20 16:37:24","ClcC70mB30","ClcC70mB30",15935.1749323899,0,1968.42182640346,0,21878.8607463911,8649.00576243348,17903.5967587933,21878.8607463911,48431.463267618,54252.9295606154,102684.392828233,11918.1293749635,45.8515965901597,45.8515962605664,18.1257483066379,18.1257481763453,63.9773448967976,63.9773444369117,4.1407423683032,34.859741688046,39.0004840563492,24.9768608404484,4.91085961588698,0.131305717802292,0.196616366134137,7.18826164326863e-09,0.196616367547466,1635.9281185448,0.674083413520606,429.2503197056,0.207851443611457,27.7649866006799,0.0380990475238119
"195","S50W150","battery30",3576387787880,2426803510.55,454821772,454821767.92,0,87844246.67,366977521.2,1786991456.97,24681749.57,1305656.56,168192,0,128787887.33,30046800,12751861.42,-15002189.97,118800,0,25000,200025,50015,150010,30000,120000,"200 GW","25-75",3,"2018-01-20 17:45:23","ClcC70mB30","ClcC70mB30",14939.2264991155,0,1629.48826689028,3933.60041503327,16409.8292570993,8649.00576243348,16568.7147660058,20343.4296721325,45561.1502005718,55021.3505827692,100582.500783341,9816.23733007122,44.7283553845004,44.7283549832626,19.0162528983326,19.0162527277465,63.744608282833,63.7446077110091,7.27913022979053,34.8828757625606,42.1620059923511,21.5826022904819,4.04492464569021,0.108148522993072,0.187415984006435,8.97054678224749e-09,0.187415985687659,1655.3589563046,0.682114950431004,409.8194819458,0.198442649969266,23.9525883041584,0.10368703912011
