"","scenario","scenario_main","dispatch_cost","ann_gen_total_MWh","ann_gen_vre_nocurt_MWh","ann_gen_vre_MWh","ann_curt_vre_MWh","ann_gen_solarPV_MWh","ann_gen_wind_MWh","ann_gen_coal_MWh","ann_gen_gas_ccgt_MWh","ann_gen_gas_ct_MWh","ann_gen_diesel_MWh","ann_gen_other_MWh","ann_gen_hydro_MWh","ann_gen_nuclear_MWh","ann_discharge_bat_storage_MWh","ann_charge_bat_storage_MWh","new_capacity_coal_MW","new_capacity_gas_ccgt_MW","new_capacity_gas_ct_MW","capacity_vre_MW","capacity_solarPV_MW","capacity_wind_MW","capacity_bat_storage_MW","energy_bat_storage_MWh","scenario_build","scenario_split","rank","date_time","scenario_econ_dispatch","scenario_sensitivity","ann_cap_cost_coal_mil","ann_cap_cost_ccgt_mil","ann_cap_cost_ct_mil","ann_cap_cost_solar_mil","ann_cap_cost_wind_mil","ann_cap_cost_battery_mil","total_cost_new_conv","total_cost_vre","total_cost_capacity","total_cost_energy","total_cost","system_cost_vre","cost_vre_pMWh","cost_vre_nocurt_pMWh","cost_battery_pMWh","cost_battery_nocurt_pMWh","cost_vre_battery_pMWh","cost_vre_battery_nocurt_pMWh","capacity_value_pMWh","energy_value_pMWh","total_value_pMWh","system_cost_vre_pMWh","system_cost_add_pMWh_load","system_cost_add_perc","vre_share_after_curt","vre_curt","vre_share_nocurt","total_emissions_co2_milTonnes","grid_emissions_factor_kg_kWh","total_emissions_reduced_milTonnes","emissions_reduction","cost_emissions_reduction_pTonneCO2_avg","avoided_conv_cap_mw_perVREmw"
"196","S100W100","battery30",3645373905120,2431177679.6,427217839,427217841.44,0,175038224.01,252179617.28,1817763025.93,25834583.43,1359106.79,168434.81,0,128787887.33,30046800,37538819.87,-44163317.42,118140,0,25800,200102,100079,100023,30000,120000,"200 GW","50-50",4,"2018-01-20 18:56:18","ClcC70mB30","ClcC70mB30",14856.2307963426,0,1681.63189143077,7871.05460234159,10941.6729003589,8649.00576243348,16537.8626877734,18812.7275027005,43999.5959529074,56082.6754633846,100082.271416292,9316.00796302219,44.0354443983179,44.0354446498207,20.244954502089,20.2449546177155,64.2803989004069,64.2803992675361,7.8216746449596,34.6525002184987,42.4741748634583,21.8062240369485,3.83189103831973,0.102637341326918,0.175724647780696,-5.71137198607433e-09,0.175724646777067,1684.1868627181,0.692745280137319,380.9915755323,0.184483610944085,24.4520051395005,0.102947496776644
"197","S150W50","battery30",3760644439610,2432241665.32,392945562,392941726.81,3833,261661724.54,131280002.53,1844978966.81,33490406.33,1807018.99,188859.35,0,128787887.33,30046800,43568073.28,-51256556.59,117480,0,22600,200039,150010,50029,30000,120000,"200 GW","75-25",5,"2018-01-20 20:11:27","ClcC70mB30","ClcC70mB30",14773.2350935698,0,1473.05739326881,11798.0485506176,5472.75080263595,8649.00576243348,16246.2924868386,17270.7993532536,42166.0976025257,57856.0683016923,100022.165904218,9255.90245094814,43.9525715262217,43.9521425445023,22.0109119808891,22.0106971520739,65.9634835071108,65.9628396965762,9.24597443161636,33.1621016971793,42.4080761287956,23.5554073783151,3.80550279313235,0.10197514030875,0.161555380130495,9.76010514147915e-06,0.161556956943381,1712.7399067545,0.704181632596596,352.4385314959,0.170657665685529,26.2624589078332,0.122276156149551
"198","S200W0","battery30",3911430929350,2432295175.47,348007539,335899241.29,12108310,335899241.29,0,1897760328.52,37125806.72,2314638.78,360473.03,0,128787887.33,30046800,43871297.41,-51613290.82,133980,0,12800,200004,200004,0,30000,120000,"200 GW","100-0",6,"2018-01-20 21:32:32","ClcC70mB30","ClcC70mB30",16848.1276628914,0,834.297992647824,15729.9973489616,0,8649.00576243348,17682.4256555392,15729.9973489616,42061.4287669343,60175.8604515385,102237.289218473,11471.0257652029,46.829511399167,45.2001626003901,25.7488100574967,24.8529264259229,72.5783214566637,70.053089026313,6.54063993137467,31.8874830278195,38.4281229591941,34.1501984974696,4.7161322691792,0.126379839036876,0.138099702979139,0.034793205183983,0.14307783960997,1763.2861513768,0.724947436133476,301.8922868736,0.146182180329832,37.9970812901416,0.0887982240355193
"199","S0W400","battery30",2779062727610,2428939907.83,888594843,852783206.16,35811627,0,852783206.16,1396892341.59,19113573,1146146.42,167609.69,2343.6,128787887.33,30046800,24858112.48,-29244838.25,112200,0,41600,400031,0,400031,30000,120000,"400 GW","0-100",12,"2018-01-21 05:21:34","ClcC70mB30","ClcC70mB30",14109.2694713869,0,2711.46847610543,0,43760.0187157301,8649.00576243348,16820.7379474923,43760.0187157301,69229.7624256559,42754.811194,111984.573619656,21218.3101663861,51.3143532842036,49.2463118151701,10.1420920345971,9.73335129116147,61.4564453188007,58.9796631063316,3.58670723866584,32.9884904041516,36.5751976428174,24.8812476759833,8.73562581683727,0.233768686284085,0.351092755901842,0.0403014232212915,0.365836486993976,1294.0281671132,0.532754294555305,771.1502711372,0.373406121647537,27.5151432354369,0.0268479192862553
"200","S100W300","battery30",2752489176840,2430516795.27,862515820,852375463.79,10140374,169138884.59,683236579.26,1399041838.02,18772324.75,1232122.15,260359.11,0,128787887.33,30046800,33793808.14,-39757421.37,99000,0,37400,400086,100079,300007,30000,120000,"400 GW","25-75",13,"2018-01-21 06:37:24","ClcC70mB30","ClcC70mB30",12449.3554159296,0,2437.71444726786,7871.05460234159,32818.2364238022,8649.00576243348,14887.0698631975,40689.2910261438,64225.3666517748,42345.987336,106571.353987775,15805.090534505,47.7363471318415,47.1751243080316,10.1469436062561,10.0276488406131,57.8832907380976,57.2027731486448,5.85698673286958,33.4838996236785,39.3408863565481,18.5424043815495,6.50276952015434,0.174129571199569,0.350697211987507,0.0117567190941495,0.354869310789595,1295.9925987981,0.533216886762608,769.1858394523,0.372454905206132,20.5478178664327,0.0703348780012297
"201","S200W200","battery30",2912089132600,2432426677.09,825174368,789368623.34,35805751,327033887.59,462334735.76,1454454229.69,27261255.11,2085995.61,421886.25,0,128787887.33,30046800,44616473.02,-52489968.03,99000,0,28800,400009,200004,200005,30000,120000,"400 GW","50-50",14,"2018-01-21 08:02:35","ClcC70mB30","ClcC70mB30",12449.3554159296,0,1877.1704834576,15729.9973489616,21878.8607463911,8649.00576243348,14326.5258993872,37608.8580953527,60584.3897571734,44801.3712707692,105385.761027943,14619.4975746728,47.6442272765049,45.5768617565115,10.9568654069851,10.4814280445918,58.60109268349,56.0582898011033,7.03460409048977,33.0459936779447,40.0805977684344,18.5204949150555,6.01025211257865,0.16106752683721,0.324518979657118,0.0433917315521851,0.339239153957638,1351.2077424203,0.555497830683554,713.9706958301,0.345718647166862,20.476327193899,0.091847933421498
"202","S300W100","battery30",3317416417530,2432449751.61,771532271,613908677.63,157623585,385404535.82,228504141.84,1620728312.94,35406498.53,2702059.29,869516.23,0,128787887.33,30046800,44747228.63,-52643798.22,107580,0,26200,400037,300014,100023,30000,120000,"400 GW","75-25",15,"2018-01-21 09:29:40","ClcC70mB30","ClcC70mB30",13528.2995519768,0,1707.70370370102,23595.6252107526,10941.6729003589,8649.00576243348,15236.0032556778,34537.2981111115,58422.3071292228,51037.1756543077,109459.482783531,18693.2193302607,56.2580386458179,44.764554133746,14.0884240239494,11.2101672056093,70.3464626697673,55.9747213393553,7.56369564327899,32.3332555414478,39.8969511847268,30.4495114850405,7.6849354515496,0.205948979489331,0.252382881588269,0.204299417269612,0.317183230810558,1508.3560779487,0.620097527996351,556.8223603017,0.269624333659727,33.5712440142171,0.0768928874079148
"203","S400W0","battery30",3807671909600,2432471407.26,689271552,394459808.95,294811749,394459808.95,0,1834773967.02,40519386.16,2881015.04,1002542.65,0,128787887.33,30046800,44869944.08,-52788169.32,133320,0,11200,400003,400003,0,30000,120000,"400 GW","100-0",16,"2018-01-21 10:59:39","ClcC70mB30","ClcC70mB30",16765.1319601185,0,730.010743566846,31459.6014558543,0,8649.00576243348,17495.1427036854,31459.6014558543,57603.7499219732,58579.56784,116183.317761973,25417.0543087034,79.7536295005457,45.6418103497391,21.9262027871889,12.5480381967563,101.679832287735,58.1898485464954,6.04441539608384,31.2003243118509,37.2447397079348,64.4350925797997,10.449066012798,0.280027549242336,0.162164211991429,0.427714943688841,0.283362653284551,1707.6473162938,0.702021537107126,357.5311219566,0.173123598103947,71.0904666693286,0.0500496246278153
"204","S0W600","battery30",2383553687480,2429343957.61,1286680244,1054408924.33,232271324,0,1054408924.33,1196944612.38,17772338.96,1210245.13,167306.66,5842.72,128787887.33,30046800,27147728.2,-31938503.86,102300,5000,36200,600016,0,600016,30000,120000,"600 GW","0-100",17,"2018-11-24 14:47:37","ClcC70mB30","ClcC70mB30",12864.3339297939,387.515754230079,2359.49901045713,0,65636.6916307424,8649.00576243348,15611.3486944811,65636.6916307424,89897.046087657,36670.0567304615,126567.102818119,35800.8393648487,62.2497497092503,51.0124344698825,8.2027053857964,6.72195427167333,70.4524550950467,57.7343887415558,4.04783462381065,32.4511527617347,36.4989873855454,33.9534677095014,14.7368343015823,0.394428921085646,0.43403031547963,0.180519846133582,0.529641033320717,1109.5530716459,0.45672950846264,955.6253666045,0.462732589545191,37.4632576906735,0.0350657315804912
"205","S150W450","battery30",2224213714850,2431079060.06,1267252344,1130778097.75,136474232,221514484.67,909263612.91,1120496411.65,19147717,1402757.96,411690.46,7698.09,128787887.33,30046800,36979975.86,-43505853.87,79860,5250,33000,600096,150088,450008,30000,120000,"600 GW","25-75",18,"2018-11-24 16:00:11","ClcC70mB30","ClcC70mB30",10042.4800355165,406.891541941583,2150.92451229517,11804.1831268922,49227.081156781,8649.00576243348,12600.2960897533,61031.2642836732,82280.56613586,34218.6725361538,116499.238672014,25732.975218744,53.9728036872239,48.1603088545348,7.64872062842665,6.82500671897236,61.6215243156505,54.9853155735072,6.43727144235426,32.4273784078755,38.8646498502298,22.7568744654208,10.5850013853967,0.283508147627917,0.465134234557593,0.107693031223148,0.521271547610107,1040.12006355,0.427842961028314,1025.0583747004,0.496353417077519,25.103911985759,0.0773709539806964
"206","S300W300","battery30",2466973538700,2432566429.44,1207988444,1014316487.03,193671968,383833580.34,630482906.68,1229744896.57,26365420.39,2383711.46,919062.34,2164.58,128787887.33,30046800,45408402.44,-53421649.85,86460,4750,27200,600019,300012,300007,30000,120000,"600 GW","50-50",19,"2018-11-24 17:24:05","ClcC70mB30","ClcC70mB30",10872.4370632452,368.139966518575,1772.88323437663,23595.4679139251,32818.2364238022,8649.00576243348,13013.4602641404,56413.7043377273,78076.1703643012,37953.4390569231,116029.609421224,25263.3459679544,55.6174577255578,46.700533120106,8.52693007855808,7.15984147480262,64.1443878041159,53.8603745949086,6.76905233198244,32.4685669329297,39.2376192649122,24.9067685392037,10.3854701200371,0.278334096907724,0.41697380789042,0.160326001405027,0.496590115435446,1144.6941507468,0.470570561565433,920.4842875036,0.445716588191491,27.4457112532251,0.0768808987715389
"207","S450W150","battery30",3041432676570,2432519042.67,1142202959,741272202.72,400930739,429990852.02,311281350.78,1495580957.4,33023174.33,2699847.78,1108173.17,0,128787887.33,30046800,45139877.96,-53105738.67,100980,0,25400,600057,450047,150010,30000,120000,"600 GW","75-25",20,"2018-11-24 18:47:37","ClcC70mB30","ClcC70mB30",12698.3425242482,0,1655.56007916053,35395.4826748871,16409.8292570993,8649.00576243348,14353.9026034087,51805.3119319864,74808.2202978285,46791.2719472308,121599.492245059,30833.2287917895,69.8870290048563,45.3556099848857,11.667786449697,7.57221446003405,81.5548154545533,52.9278244449197,7.45410258519767,32.5056973289765,39.9597999141741,41.5950155403792,12.6754316208543,0.339699218836564,0.304734388392026,0.351015336741042,0.469555608389518,1392.4138201274,0.5724164110136,672.764618123,0.325765854253718,45.830633718244,0.0635939585739355
"208","S600W0","battery30",3767102974290,2432482366.96,1026500348,414667162.16,611833206,414667162.16,0,1814184858.49,40593466.23,2969658.35,1232534.38,0,128787887.33,30046800,44932048.95,-52861233.92,133320,0,7400,600051,600051,0,30000,120000,"600 GW","100-0",21,"2018-11-24 20:12:19","ClcC70mB30","ClcC70mB30",16765.1319601185,0,482.328526999523,47193.0593350221,0,8649.00576243348,17247.460487118,47193.0593350221,73089.5255845736,57955.4303736923,131044.955958266,40278.6925049961,113.809492628241,45.9747134299287,20.8577060150624,8.42572121800535,134.667198643303,54.4004346479341,6.34716562847927,31.185038540739,37.5322041692183,97.134994474085,16.5586781027048,0.443762814206109,0.170470778243803,0.596037972156635,0.421997035597373,1688.9808885795,0.694344555800545,376.1975496709,0.182162249374253,107.067928911903,0.0396966257868081
"209","S0W0","battery15B25LC",4607644717470,2424553182,0,0,0,0,0,2226209346.9,37431382.02,1890048.44,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-01-17 00:22:52","ClcC70mB15","ClcC70mB15B25lc",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70886.8418072308,90766.2634532698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1784382504,0.851776918560659,NA,NA,NA,NA
"210","S0W200","battery15B25LC",3527658020340,2426180607.77,477166828,477166824.57,0,0,477166824.57,1765697948.72,23079536.87,1233552.74,168057.6,0,128787887.33,30046800,9222078.57,-10849504.39,126720,0,30200,200005,0,200005,15000,60000,"200 GW","0-100",2,"2018-01-19 17:04:52","ClcC70mB15","ClcC70mB15B25lc",15935.1749323899,0,1968.42182640346,0,21878.8607463911,3243.37716091255,17903.5967587933,21878.8607463911,43025.834666097,54271.6618513846,97297.4965174817,6531.23306421185,45.8515965901597,45.8515962605664,6.79715561498922,6.79715556612949,52.6487522051489,52.6487518266959,4.1407423683032,34.8204843679545,38.9612267362577,13.6875254688913,2.69198139796153,0.0719566148889052,0.196674074074223,7.18826164326863e-09,0.196674075487968,1635.050463766,0.673919517174297,430.1279744844,0.208276421309531,15.1843949978862,0.0380990475238119
"211","S50W150","battery15B25LC",3577212709690,2426453571.62,454821772,454821767.92,0,87844246.67,366977521.2,1786512294.04,24812197.6,1304432.69,168192,0,128787887.33,30046800,10768874.47,-12669264.13,118800,0,25000,200025,50015,150010,15000,60000,"200 GW","25-75",3,"2018-01-19 18:13:01","ClcC70mB15","ClcC70mB15B25lc",14939.2264991155,0,1629.48826689028,3933.60041503327,16409.8292570993,3243.37716091255,16568.7147660058,20343.4296721325,40155.5215990509,55034.0416875385,95189.5632865893,4423.29983331953,44.7283553845004,44.7283549832626,7.13109483687474,7.13109477290492,51.8594502213751,51.8594497561675,7.27913022979053,34.8549722942916,42.1341025240821,9.72534769729304,1.82294847305335,0.0487328624648829,0.18744301281493,8.97054678224749e-09,0.187443014496396,1654.9721435435,0.682053909005386,410.2062947069,0.198629952312703,10.7831105724013,0.10368703912011
"212","S100W100","battery15B25LC",3652547383590,2428358463.14,427217839,427213520.27,4321,175033902.84,252179617.28,1812587744.95,28077324.07,1457851.18,187334.61,0,128787887.33,30046800,21563254.74,-25368535.81,118140,0,25600,200102,100079,100023,15000,60000,"200 GW","50-50",4,"2018-01-19 19:25:37","ClcC70mB15","ClcC70mB15B25lc",14856.2307963426,0,1668.59598529565,7871.05460234159,10941.6729003589,3243.37716091255,16524.8267816383,18812.7275027005,38580.9314452513,56193.0366706154,94773.9681158667,4007.70466259692,44.0358898070707,44.0354446498207,7.59193472824252,7.5918579816433,51.6278245353132,51.627302631464,7.85226755529794,34.3945227373161,42.2467902926141,9.38103424269917,1.6503760558541,0.04415412191844,0.17592687684074,1.01089645744383e-05,0.175928655297284,1680.445262087,0.692008732480992,384.7331761634,0.186295367527342,10.4168418813324,0.103946987036611
"213","S150W50","battery15B25LC",3770691649280,2428527980.74,392945562,391155873.57,1789683,260485545.38,130670328.45,1841558133.64,34750098.33,1989238.75,239948.05,0,128787887.33,30046800,22523853.45,-26498652.15,122100,0,22800,200039,150010,50029,15000,60000,"200 GW","75-25",5,"2018-01-19 20:43:23","ClcC70mB15","ClcC70mB15B25lc",15354.2050129798,0,1486.09329940394,11798.0485506176,5472.75080263595,3243.37716091255,16840.2983123838,17270.7993532536,37354.4748265499,58010.6407581538,95365.1155847037,4598.85213143393,44.1532404860152,43.9521425445023,8.29177670607605,8.25401143202771,52.4450171920913,52.20615397653,7.76959657007783,32.9183374687908,40.6879340388686,11.7570831532227,1.89367887374829,0.0506669764344944,0.161067064770162,0.00455454547161932,0.161804008484294,1710.2785020609,0.704244923519374,354.8999361895,0.171849526227946,12.9581655629782,0.098180854733327
"214","S200W0","battery15B25LC",3966780118210,2428546919.68,348007539,311450405.73,36557121,311450405.73,0,1916620216.38,38461435.72,2530651.08,649522.53,0,128787887.33,30046800,22631174.35,-26624912.04,138600,0,14200,200004,200004,0,15000,60000,"200 GW","100-0",6,"2018-01-19 22:06:46","ClcC70mB15","ClcC70mB15B25lc",17429.0975823014,0,925.54933559368,15729.9973489616,0,3243.37716091255,18354.6469178951,15729.9973489616,37328.0214277693,61027.386434,98355.4078617693,7589.14440849944,50.5056248428783,45.2001626003901,10.4137837075874,9.31984740972107,60.9194085504656,54.5200100101112,4.8957224010354,31.6565822096827,36.5523046107181,24.3671039397476,3.12497335217202,0.0836119513987336,0.128245578953459,0.105046957818922,0.143298668096499,1781.571320727,0.733595594258377,283.6071175234,0.137328141854739,26.7593580682025,0.0586988260234795
"215","S0W400","battery15B25LC",2788706046700,2427294508.34,888594843,850138528.53,38456310,0,850138528.53,1396360772.81,20460042.63,1289334.96,208797.84,2343.6,128787887.33,30046800,15534178.93,-18275505.25,112200,0,41800,400031,0,400031,15000,60000,"400 GW","0-100",12,"2018-01-20 06:10:59","ClcC70mB15","ClcC70mB15B25lc",14109.2694713869,0,2724.50438224055,0,43760.0187157301,3243.37716091255,16833.7738536274,43760.0187157301,63837.1697302701,42903.1699492308,106740.339679501,15974.076226231,51.4739860001368,49.2463118151701,3.81511606881384,3.65000673418555,55.2891020689506,52.8963185493556,3.58253118780293,32.9166023170217,36.4991335048246,18.789968564126,6.58102103858651,0.175991338835438,0.350241194716582,0.0432776701023461,0.366084477984379,1294.2286241434,0.533198019315962,770.949814107,0.373309056412647,20.7199949126831,0.0263479580332524
"216","S100W300","battery15B25LC",2767553122060,2428318211.61,862515820,846228296.44,16287553,168748987.19,677479309.32,1401306274.68,20169448.78,1410127.26,369376.71,0,128787887.33,30046800,21335166.1,-25100195.78,99660,500,36200,400086,100079,300007,15000,60000,"400 GW","25-75",13,"2018-01-20 07:29:19","ClcC70mB15","ClcC70mB15B25lc",12532.3511187025,38.7515754230079,2359.49901045713,7871.05460234159,32818.2364238022,3243.37716091255,14930.6017045826,40689.2910261438,58863.269891639,42577.7403393846,101441.010231024,10674.7467777538,48.0831132654388,47.1751243080316,3.83274486868038,3.76036831522992,51.9158581341192,50.9354926232616,5.84809083113345,33.4532673829743,39.3013582141077,12.6144999200114,4.3959423137861,0.117606987129635,0.348483280483632,0.0188837389208698,0.355190607176702,1298.8642102692,0.534882209448176,766.3142279812,0.371064414477625,13.929986405023,0.0704348565058512
"217","S200W200","battery15B25LC",2973021506780,2428736501.38,825174368,760823024.96,64351343,316714483.92,444108541.03,1477690452.53,28420125.39,2311776.07,656434.4,0,128787887.33,30046800,23705472.21,-27888791.65,102960,0,31000,400009,200004,200005,15000,60000,"400 GW","50-50",14,"2018-01-20 08:58:18","ClcC70mB15","ClcC70mB15B25lc",12947.3296325668,0,2020.56545094395,15729.9973489616,21878.8607463911,3243.37716091255,14967.8950835107,37608.8580953527,55820.130339776,45738.792412,101558.922751776,10792.6592985062,49.4318085304135,45.5768617565115,4.26298502346597,3.93053551672191,53.6947935538795,49.5073972732334,6.45554406399114,33.0537438671141,39.5092879311052,14.1855056227743,4.44373413598958,0.118906065843095,0.313258776539861,0.0779851453650581,0.339754587428953,1373.4063641235,0.56548183112624,691.7720741269,0.334969638126264,15.6014671626169,0.0764482799137019
"218","S300W100","battery15B25LC",3387555405010,2428635097.9,771532271,578718748.65,192813526,336303918.64,242414830.12,1651763901.68,35660847.14,2703384.18,953528.03,0,128787887.33,30046800,23130851.89,-27212767.73,112200,0,26000,400037,300014,100023,15000,60000,"400 GW","75-25",15,"2018-01-20 10:29:08","ClcC70mB15","ClcC70mB15B25lc",14109.2694713869,0,1694.66779756589,23595.6252107526,10941.6729003589,3243.37716091255,15803.9372689528,34537.2981111115,53584.6125409768,52116.2370001538,105700.849541131,14934.5860878609,59.6788996238294,44.764554133746,5.60441003247002,4.20381270210349,65.2833096562994,48.9683668358495,7.04225392143129,32.4347618784839,39.4770157999152,25.8062938563842,6.14937423113688,0.164538954449191,0.238289708137055,0.249909860672568,0.317681430062149,1537.0853703624,0.632900912817859,528.093067888,0.255713045471943,28.2802161133996,0.065843909438377
