"","Timepoint","load","dateTime","Day","load_mod_D0_M0_energyPeak","load_mod_D0.25_M0.25_energyPeak","load_mod_D0.5_M0_energyPeak","load_mod_D0_M0_energyOnly","load_mod_D0.25_M0.25_energyOnly","load_mod_D0.5_M0_energyOnly"
"2155",2155,283256,2030-03-31 18:55:00,90,281993,273440,276299,282491,266910,263157
"2156",2156,288538,2030-03-31 19:55:00,90,285680,278220,275150,285722,277180,273325
"2157",2157,294115,2030-03-31 20:55:00,90,289801,276990,275367,289204,274368,268987
"2158",2158,295141,2030-03-31 21:55:00,90,290144,274582,276679,289470,269044,259100
"2159",2159,290692,2030-03-31 22:55:00,90,284535,270852,277359,284741,262521,248267
"2160",2160,286425,2030-03-31 23:55:00,90,279169,265526,274448,279905,254752,235620
"2161",2161,280945,2030-04-01 00:55:00,91,273995,260317,269147,274974,247660,223932
"2162",2162,276323,2030-04-01 01:55:00,91,269246,257384,265265,270318,243845,216699
"2163",2163,274477,2030-04-01 02:55:00,91,266464,254576,262743,267565,240201,211843
"2164",2164,275381,2030-04-01 03:55:00,91,267037,255386,262420,268133,241220,211204
"2165",2165,274899,2030-04-01 04:55:00,91,268897,255729,263757,269974,241675,213718
"2166",2166,275114,2030-04-01 05:55:00,91,271563,262864,269781,272601,251066,225344
"2167",2167,275653,2030-04-01 06:55:00,91,274071,271273,277302,275047,263189,246900
"2168",2168,276228,2030-04-01 07:55:00,91,276703,275402,276927,277577,270828,255292
"2169",2169,277070,2030-04-01 08:55:00,91,278341,276858,276733,279133,273944,258292
"2170",2170,278905,2030-04-01 09:55:00,91,279245,279582,276338,279974,280373,263491
"2171",2171,280563,2030-04-01 10:55:00,91,279671,281743,275343,280370,285211,269559
"2172",2172,281032,2030-04-01 11:55:00,91,279286,282127,275620,280012,286101,268080
"2173",2173,280956,2030-04-01 12:55:00,91,278635,280764,276082,279408,283223,264928
"2174",2174,280208,2030-04-01 13:55:00,91,277439,279038,276896,278280,279112,255350
"2175",2175,278558,2030-04-01 14:55:00,91,276145,279442,276720,277045,280024,258002
"2176",2176,275171,2030-04-01 15:55:00,91,274277,278816,276919,275247,278486,255091
"2177",2177,276022,2030-04-01 16:55:00,91,275485,277219,276850,276413,274884,256345
"2178",2178,280792,2030-04-01 17:55:00,91,279788,274531,276767,280477,268942,258838
"2179",2179,284570,2030-04-01 18:55:00,91,282989,274405,276107,283384,268655,264903
"2180",2180,288637,2030-04-01 19:55:00,91,285297,278972,275145,285389,278971,272991
"2181",2181,293310,2030-04-01 20:55:00,91,287952,278080,275309,287662,276932,270773
"2182",2182,293741,2030-04-01 21:55:00,91,287857,274901,276638,287579,269695,260251
"2183",2183,289237,2030-04-01 22:55:00,91,283002,272449,277152,283396,265177,249859
"2184",2184,284762,2030-04-01 23:55:00,91,278711,267495,274800,279479,257499,236581
"2185",2185,281373,2030-04-02 00:55:00,92,275281,264674,270007,276216,253554,225768
"2186",2186,278395,2030-04-02 01:55:00,92,272189,260050,266120,273214,247309,218189
"2187",2187,277193,2030-04-02 02:55:00,92,270054,257019,263544,271114,243310,213282
"2188",2188,278465,2030-04-02 03:55:00,92,270372,257174,263558,271427,243554,213271
"2189",2189,279265,2030-04-02 04:55:00,92,272379,258747,265466,273399,245649,217107
"2190",2190,279835,2030-04-02 05:55:00,92,274918,266507,273250,275867,256129,232511
"2191",2191,280389,2030-04-02 06:55:00,92,277578,276182,276916,278411,272427,256002
"2192",2192,281436,2030-04-02 07:55:00,92,280358,277239,276841,281007,274940,257468
"2193",2193,281585,2030-04-02 08:55:00,92,281886,278348,276742,282399,277478,258248
"2194",2194,282416,2030-04-02 09:55:00,92,282408,280638,276162,282864,282903,264601
"2195",2195,282657,2030-04-02 10:55:00,92,281990,282311,275302,282489,286596,271079
"2196",2196,283643,2030-04-02 11:55:00,92,281466,282399,275421,282016,286844,270172
"2197",2197,283822,2030-04-02 12:55:00,92,280907,280457,276054,281515,282532,265017
"2198",2198,283489,2030-04-02 13:55:00,92,280101,279436,276663,280769,279997,260200
"2199",2199,282897,2030-04-02 14:55:00,92,279324,280282,276318,280047,282224,263235
"2200",2200,281548,2030-04-02 15:55:00,92,278477,280083,276609,279261,281653,260284
"2201",2201,283716,2030-04-02 16:55:00,92,280390,279897,276623,281035,281230,260752
"2202",2202,289599,2030-04-02 17:55:00,92,285539,274977,276847,285598,269878,256410
"2203",2203,294447,2030-04-02 18:55:00,92,289646,276597,276102,289078,273267,264815
"2204",2204,298953,2030-04-02 19:55:00,92,292652,281960,275178,291458,285725,278247
"2205",2205,303723,2030-04-02 20:55:00,92,296030,280576,275175,294033,282749,273833
"2206",2206,303648,2030-04-02 21:55:00,92,295289,277862,276114,293470,276325,264203
"2207",2207,297627,2030-04-02 22:55:00,92,288735,274955,277165,288322,269820,253915
"2208",2208,291034,2030-04-02 23:55:00,92,282586,269324,275419,283021,260078,238562
"2209",2209,284754,2030-04-03 00:55:00,93,277357,264933,270147,278202,253939,226049
"2210",2210,279523,2030-04-03 01:55:00,93,272756,260630,266805,273767,248060,219513
"2211",2211,276423,2030-04-03 02:55:00,93,269575,257859,264083,270641,244460,214429
"2212",2212,276352,2030-04-03 03:55:00,93,269442,256627,263549,270511,242804,213274
"2213",2213,277603,2030-04-03 04:55:00,93,271560,259476,265795,272598,246569,217629
"2214",2214,279055,2030-04-03 05:55:00,93,274518,267228,273580,275480,257137,233282
"2215",2215,280933,2030-04-03 06:55:00,93,277981,275901,276823,278791,271875,257282
"2216",2216,282433,2030-04-03 07:55:00,93,281268,276871,276937,281838,273981,255536
"2217",2217,282274,2030-04-03 08:55:00,93,282666,277682,276824,283095,275834,257296
"2218",2218,283289,2030-04-03 09:55:00,93,283367,279814,276295,283717,280968,263644
"2219",2219,284333,2030-04-03 10:55:00,93,283213,282517,275220,283584,287013,271375
"2220",2220,285389,2030-04-03 11:55:00,93,282777,283288,275199,283194,288346,271390
"2221",2221,286771,2030-04-03 12:55:00,93,282787,282097,275351,283201,286025,268585
"2222",2222,287985,2030-04-03 13:55:00,93,282743,281833,275684,283163,285393,266847
"2223",2223,287414,2030-04-03 14:55:00,93,282228,282042,275624,282703,285927,268126
"2224",2224,285244,2030-04-03 15:55:00,93,281183,281349,276395,281764,284381,262920
"2225",2225,285762,2030-04-03 16:55:00,93,282543,282075,275622,282983,285986,267973
"2226",2226,290823,2030-04-03 17:55:00,93,287569,278791,275424,287332,278423,270189
"2227",2227,295067,2030-04-03 18:55:00,93,291872,278570,275192,290857,277940,274509
"2228",2228,299678,2030-04-03 19:55:00,93,294849,284269,275275,293137,290281,286297
"2229",2229,304721,2030-04-03 20:55:00,93,298519,282566,275021,295956,287125,281209
"2230",2230,305295,2030-04-03 21:55:00,93,298579,278943,275621,296002,278865,268026
"2231",2231,299832,2030-04-03 22:55:00,93,292153,276108,276753,291080,272297,257893
"2232",2232,294172,2030-04-03 23:55:00,93,286062,272091,277008,286045,264508,244140
"2233",2233,289083,2030-04-04 00:55:00,94,280913,269454,273182,281520,260272,232319
"2234",2234,284466,2030-04-04 01:55:00,94,276302,264629,268999,277194,253490,223533
"2235",2235,281756,2030-04-04 02:55:00,94,273166,261787,266144,274166,249597,218246
"2236",2236,281853,2030-04-04 03:55:00,94,272966,261026,265073,273971,248555,216220
"2237",2237,281985,2030-04-04 04:55:00,94,274707,261427,266431,275662,249120,218826
"2238",2238,282377,2030-04-04 05:55:00,94,277062,267686,272240,277919,257766,229932
"2239",2239,282816,2030-04-04 06:55:00,94,279758,275961,277198,280449,272046,250188
"2240",2240,282925,2030-04-04 07:55:00,94,282310,277876,276689,282779,276380,258647
"2241",2241,282048,2030-04-04 08:55:00,94,283273,278896,276551,283634,278792,261716
"2242",2242,282395,2030-04-04 09:55:00,94,283496,280805,275645,283826,283305,267891
"2243",2243,282919,2030-04-04 10:55:00,94,283002,283798,275192,283396,289345,275642
"2244",2244,283023,2030-04-04 11:55:00,94,281952,283853,275194,282456,289471,275549
"2245",2245,282884,2030-04-04 12:55:00,94,280814,282350,275126,281427,286685,271848
"2246",2246,283273,2030-04-04 13:55:00,94,280336,279822,276437,280985,280993,262656
"2247",2247,282953,2030-04-04 14:55:00,94,279596,279987,276111,280299,281413,264744
"2248",2248,281082,2030-04-04 15:55:00,94,278519,281179,275730,279299,284090,266466
"2249",2249,282108,2030-04-04 16:55:00,94,280046,280480,275407,280719,282564,268476
"2250",2250,287533,2030-04-04 17:55:00,94,285237,278415,275134,285339,277593,271708
"2251",2251,291983,2030-04-04 18:55:00,94,289302,278473,275199,288795,277769,277712
"2252",2252,296368,2030-04-04 19:55:00,94,292306,284053,275244,291201,289819,285958
"2253",2253,301207,2030-04-04 20:55:00,94,296188,281913,275119,294151,285640,279636
"2254",2254,300652,2030-04-04 21:55:00,94,296225,278826,275375,294175,278508,269502
"2255",2255,294534,2030-04-04 22:55:00,94,289992,276530,276755,289358,273117,258374
"2256",2256,288142,2030-04-04 23:55:00,94,283987,273087,277263,284263,266322,246184
"2257",2257,282342,2030-04-05 00:55:00,95,279111,269851,273848,279850,260813,234126
"2258",2258,277142,2030-04-05 01:55:00,95,274398,265225,270352,275363,254313,226516
"2259",2259,274014,2030-04-05 02:55:00,95,271274,262861,268372,272316,251058,222183
"2260",2260,273592,2030-04-05 03:55:00,95,271021,260885,267223,272066,248391,220130
"2261",2261,274682,2030-04-05 04:55:00,95,272839,261952,268406,273848,249820,222321
"2262",2262,276517,2030-04-05 05:55:00,95,275133,267392,273147,276073,257350,232195
"2263",2263,278428,2030-04-05 06:55:00,95,277501,275158,277326,278339,270257,248882
"2264",2264,281168,2030-04-05 07:55:00,95,280614,277111,276973,281242,274702,254651
"2265",2265,283115,2030-04-05 08:55:00,95,282520,278184,276768,282964,277091,257734
"2266",2266,284656,2030-04-05 09:55:00,95,283158,280027,276561,283534,281514,262002
"2267",2267,285863,2030-04-05 10:55:00,95,283309,283249,275408,283665,288284,268900
"2268",2268,286580,2030-04-05 11:55:00,95,282929,283679,275389,283330,289074,269068
"2269",2269,287012,2030-04-05 12:55:00,95,282218,283355,275640,282693,288508,267954
"2270",2270,286287,2030-04-05 13:55:00,95,281216,281828,276172,281793,285360,264150
"2271",2271,284061,2030-04-05 14:55:00,95,279778,282224,275580,280468,286298,267553
"2272",2272,281576,2030-04-05 15:55:00,95,278667,281010,276498,279439,283768,261338
"2273",2273,282756,2030-04-05 16:55:00,95,280835,279073,276799,281446,279260,256598
"2274",2274,286507,2030-04-05 17:55:00,95,285606,275284,276913,285655,270513,255097
"2275",2275,290771,2030-04-05 18:55:00,95,289959,277559,275394,289332,275522,269470
"2276",2276,297026,2030-04-05 19:55:00,95,294283,282913,275144,292712,287722,282437
"2277",2277,302473,2030-04-05 20:55:00,95,298287,282940,275184,295778,287774,279359
"2278",2278,302716,2030-04-05 21:55:00,95,298369,279547,275381,295840,280321,270083
"2279",2279,298276,2030-04-05 22:55:00,95,293143,277988,276490,291833,276610,261246
"2280",2280,292721,2030-04-05 23:55:00,95,287528,275147,277047,287299,270224,251014
"2281",2281,285454,2030-04-06 00:55:00,96,282122,273156,275988,282608,266434,240661
"2282",2282,278876,2030-04-06 01:55:00,96,277176,268553,272486,278028,258983,230532
"2283",2283,274496,2030-04-06 02:55:00,96,273573,265346,269981,274563,254477,225697
"2284",2284,273271,2030-04-06 03:55:00,96,272593,264833,268983,273608,253778,223458
"2285",2285,272170,2030-04-06 04:55:00,96,272932,263546,269346,273938,252008,224378
"2286",2286,271432,2030-04-06 05:55:00,96,273385,268113,272422,274380,258350,230426
"2287",2287,270891,2030-04-06 06:55:00,96,273873,272968,275955,274855,266104,240348
"2288",2288,270419,2030-04-06 07:55:00,96,274317,273991,277009,275285,267981,244168
"2289",2289,268818,2030-04-06 08:55:00,96,273493,275492,277255,274484,271011,249260
"2290",2290,267883,2030-04-06 09:55:00,96,272442,278030,276975,273461,276800,255037
"2291",2291,267157,2030-04-06 10:55:00,96,271185,279579,276711,272228,280375,259535
"2292",2292,267007,2030-04-06 11:55:00,96,269907,279982,276730,270969,281415,259408
"2293",2293,266456,2030-04-06 12:55:00,96,268232,278454,276927,269316,277721,255060
"2294",2294,265934,2030-04-06 13:55:00,96,266756,276721,277339,267855,273489,248503
"2295",2295,264217,2030-04-06 14:55:00,96,264807,276237,277343,265919,272549,247660
"2296",2296,262947,2030-04-06 15:55:00,96,263672,275923,277347,264791,271942,247474
"2297",2297,264733,2030-04-06 16:55:00,96,265268,275296,277092,266378,270549,250782
"2298",2298,271074,2030-04-06 17:55:00,96,271320,271055,277134,272361,262823,253564
"2299",2299,277924,2030-04-06 18:55:00,96,276513,272923,276568,277396,266013,260945
"2300",2300,285937,2030-04-06 19:55:00,96,281415,279498,275249,281969,280190,275137
"2301",2301,292846,2030-04-06 20:55:00,96,286166,279543,275195,286130,280273,274158
"2302",2302,294163,2030-04-06 21:55:00,96,287217,277604,275361,287037,275660,268994
"2303",2303,289654,2030-04-06 22:55:00,96,282239,276965,276456,282712,274286,262597
"2304",2304,284676,2030-04-06 23:55:00,96,277260,274479,277089,278109,268844,251953
"2305",2305,280065,2030-04-07 00:55:00,97,273059,271169,275964,274062,263027,240412
"2306",2306,276180,2030-04-07 01:55:00,97,269367,265728,272790,270437,255033,231515
"2307",2307,272176,2030-04-07 02:55:00,97,266227,263333,270346,267330,251715,226482
"2308",2308,271030,2030-04-07 03:55:00,97,265840,260830,268697,266945,248304,222810
"2309",2309,270637,2030-04-07 04:55:00,97,267582,262943,271193,268672,251189,227908
"2310",2310,270442,2030-04-07 05:55:00,97,269721,270196,276531,270786,261433,242632
"2311",2311,271303,2030-04-07 06:55:00,97,272357,276480,276841,273377,272992,257426
"2312",2312,273937,2030-04-07 07:55:00,97,276132,277587,276722,277033,275615,257787
"2313",2313,275770,2030-04-07 08:55:00,97,278456,278037,276850,279242,276820,257424
"2314",2314,277912,2030-04-07 09:55:00,97,279749,281152,275814,280441,284029,265612
"2315",2315,280758,2030-04-07 10:55:00,97,280960,285188,275125,281565,292158,273636
"2316",2316,283117,2030-04-07 11:55:00,97,281728,286702,275181,282254,295035,277376
"2317",2317,285177,2030-04-07 12:55:00,97,282269,286901,275132,282741,295464,278081
"2318",2318,286302,2030-04-07 13:55:00,97,282390,284412,275107,282848,290591,271510
"2319",2319,285599,2030-04-07 14:55:00,97,281901,285293,275227,282410,292364,275274
"2320",2320,282829,2030-04-07 15:55:00,97,280440,284962,275194,281080,291756,275657
"2321",2321,282766,2030-04-07 16:55:00,97,281263,283812,275246,281833,289400,276663
"2322",2322,287127,2030-04-07 17:55:00,97,285676,280808,275166,285719,283312,277767
"2323",2323,291950,2030-04-07 18:55:00,97,289797,281004,275117,289201,283706,280766
"2324",2324,297326,2030-04-07 19:55:00,97,293368,286062,275893,292014,293900,290599
"2325",2325,302586,2030-04-07 20:55:00,97,297590,284624,275253,295223,291064,285957
"2326",2326,303416,2030-04-07 21:55:00,97,298047,281274,275170,295586,284266,277376
"2327",2327,298195,2030-04-07 22:55:00,97,292096,279755,275151,291037,280838,273258
"2328",2328,292990,2030-04-07 23:55:00,97,286380,276845,276669,286320,273886,259580
"2329",2329,287702,2030-04-08 00:55:00,98,281345,274750,277214,281907,269373,245551
"2330",2330,283227,2030-04-08 01:55:00,98,276874,270201,274407,277741,261442,235502
"2331",2331,280780,2030-04-08 02:55:00,98,273855,267174,272662,274838,257048,230991
"2332",2332,280877,2030-04-08 03:55:00,98,273641,265983,271789,274629,255387,229042
"2333",2333,279586,2030-04-08 04:55:00,98,274650,266695,272432,275608,256396,230369
"2334",2334,279528,2030-04-08 05:55:00,98,276645,271185,275013,277522,263047,237154
"2335",2335,280820,2030-04-08 06:55:00,98,279455,275791,277326,280171,271656,248582
"2336",2336,282566,2030-04-08 07:55:00,98,282475,278221,276989,282926,277193,254780
"2337",2337,283986,2030-04-08 08:55:00,98,284538,279493,276834,284743,280180,257282
"2338",2338,286683,2030-04-08 09:55:00,98,286153,280758,276672,286118,283184,259856
"2339",2339,288956,2030-04-08 10:55:00,98,287114,282165,276431,286952,286188,262663
"2340",2340,289792,2030-04-08 11:55:00,98,287037,283925,275744,286885,289639,266360
"2341",2341,290711,2030-04-08 12:55:00,98,287046,283819,275450,286893,289424,268460
"2342",2342,290827,2030-04-08 13:55:00,98,286551,283473,275718,286467,288728,266738
"2343",2343,289697,2030-04-08 14:55:00,98,285454,283712,275566,285522,289175,267481
"2344",2344,286387,2030-04-08 15:55:00,98,283259,282372,276173,283622,286756,264519
"2345",2345,286097,2030-04-08 16:55:00,98,283530,280712,276192,283857,283088,264134
"2346",2346,289903,2030-04-08 17:55:00,98,287402,277793,275937,287189,276138,265339
"2347",2347,292968,2030-04-08 18:55:00,98,290460,275903,276495,289721,271885,261238
"2348",2348,297053,2030-04-08 19:55:00,98,293228,281480,275246,291907,284658,277004
"2349",2349,302258,2030-04-08 20:55:00,98,297299,283483,275114,295009,288759,282538
"2350",2350,303245,2030-04-08 21:55:00,98,298395,279544,275234,295861,280302,271352
"2351",2351,297786,2030-04-08 22:55:00,98,293116,278549,275824,291816,277901,265556
"2352",2352,293238,2030-04-08 23:55:00,98,288071,275146,277029,287764,270232,252043
"2353",2353,289175,2030-04-09 00:55:00,99,283935,273667,275954,284216,267341,240333
"2354",2354,286065,2030-04-09 01:55:00,99,280304,270191,273793,280957,261415,233841
"2355",2355,284025,2030-04-09 02:55:00,99,277661,267392,272129,278489,257343,229756
"2356",2356,284391,2030-04-09 03:55:00,99,277575,267004,272270,278408,256816,230009
"2357",2357,284073,2030-04-09 04:55:00,99,278780,267339,272347,279544,257274,230157
"2358",2358,283263,2030-04-09 05:55:00,99,280124,272059,275315,280791,264451,238327
"2359",2359,282368,2030-04-09 06:55:00,99,281360,276992,277025,281919,274374,253145
"2360",2360,282737,2030-04-09 07:55:00,99,283359,279223,276702,283710,279598,259197
"2361",2361,283478,2030-04-09 08:55:00,99,284767,279461,276774,284940,280111,257045
"2362",2362,285665,2030-04-09 09:55:00,99,285888,281789,276160,285897,285295,264189
"2363",2363,288184,2030-04-09 10:55:00,99,286827,285259,275186,286710,292292,274993
"2364",2364,290119,2030-04-09 11:55:00,99,287406,286744,275164,287192,295159,277246
"2365",2365,291067,2030-04-09 12:55:00,99,287272,286950,275161,287080,295576,280670
"2366",2366,290821,2030-04-09 13:55:00,99,286292,285180,275120,286244,292138,273670
"2367",2367,288587,2030-04-09 14:55:00,99,284325,284452,275323,284558,290684,270982
"2368",2368,284343,2030-04-09 15:55:00,99,281697,283688,275411,282225,289118,269941
"2369",2369,283146,2030-04-09 16:55:00,99,281194,282879,275198,281774,287622,274243
"2370",2370,286492,2030-04-09 17:55:00,99,284396,279131,275186,284619,279381,273109
"2371",2371,289802,2030-04-09 18:55:00,99,287299,277417,275473,287102,275292,269361
"2372",2372,293916,2030-04-09 19:55:00,99,290040,281018,275213,289391,283757,276459
"2373",2373,297839,2030-04-09 20:55:00,99,293378,281129,275198,292021,283974,274462
"2374",2374,298395,2030-04-09 21:55:00,99,294244,279013,275375,292679,279046,270431
"2375",2375,293547,2030-04-09 22:55:00,99,289312,278256,275786,288802,277274,265810
"2376",2376,288981,2030-04-09 23:55:00,99,284582,275138,277104,284781,270208,253486
"2377",2377,284061,2030-04-10 00:55:00,100,279945,271683,276733,280624,263830,243191
"2378",2378,279789,2030-04-10 01:55:00,100,275726,268720,275140,276643,259227,237595
"2379",2379,277920,2030-04-10 02:55:00,100,272876,264898,272709,273883,253895,231226
"2380",2380,278490,2030-04-10 03:55:00,100,272456,264486,271868,273475,253283,229261
"2381",2381,277170,2030-04-10 04:55:00,100,273304,264089,270339,274301,252696,226446
"2382",2382,276722,2030-04-10 05:55:00,100,275127,264778,270156,276069,253715,226114
"2383",2383,277171,2030-04-10 06:55:00,100,277439,270854,275144,278280,262510,237491
"2384",2384,277393,2030-04-10 07:55:00,100,279573,274643,277309,280278,269200,246623
"2385",2385,277178,2030-04-10 08:55:00,100,280495,274477,277104,281133,268794,244912
"2386",2386,278312,2030-04-10 09:55:00,100,280879,275792,276949,281489,271680,244000
"2387",2387,279008,2030-04-10 10:55:00,100,280393,276883,276729,281038,274006,243146
"2388",2388,278562,2030-04-10 11:55:00,100,278823,277150,276355,279584,274779,241748
"2389",2389,278325,2030-04-10 12:55:00,100,277310,276074,275504,278156,272233,238980
"2390",2390,278282,2030-04-10 13:55:00,100,276137,275470,274608,277038,270979,236115
"2391",2391,277057,2030-04-10 14:55:00,100,274872,272903,272821,275822,265987,231566
"2392",2392,275081,2030-04-10 15:55:00,100,273780,272976,272677,274765,266141,230954
"2393",2393,277158,2030-04-10 16:55:00,100,275771,273927,274708,276686,267846,236401
"2394",2394,283094,2030-04-10 17:55:00,100,281400,271242,274927,281954,263144,236980
"2395",2395,289027,2030-04-10 18:55:00,100,286537,269060,275796,286456,259715,239566
"2396",2396,295157,2030-04-10 19:55:00,100,290525,276178,277174,289778,272438,250199
"2397",2397,300559,2030-04-10 20:55:00,100,294698,277687,276815,293023,275851,257314
"2398",2398,300960,2030-04-10 21:55:00,100,295562,276903,276660,293674,274070,259609
"2399",2399,295730,2030-04-10 22:55:00,100,290192,276531,276928,289501,273095,255552
"2400",2400,289762,2030-04-10 23:55:00,100,284328,274911,277056,284560,269725,250902
"2401",2401,284281,2030-04-11 00:55:00,101,279557,270659,275816,280263,262181,239782
"2402",2402,280390,2030-04-11 01:55:00,101,275659,265925,272535,276579,255309,230646
"2403",2403,277964,2030-04-11 02:55:00,101,272925,262198,269893,273931,250153,225548
"2404",2404,277536,2030-04-11 03:55:00,101,272790,262290,269253,273800,250298,224183
"2405",2405,277645,2030-04-11 04:55:00,101,274601,262174,269135,275560,250123,223890
"2406",2406,278382,2030-04-11 05:55:00,101,276977,266068,272126,277838,255521,229766
"2407",2407,279305,2030-04-11 06:55:00,101,279164,273929,277374,279900,267883,247356
"2408",2408,280573,2030-04-11 07:55:00,101,281443,276828,277079,281995,273813,254357
"2409",2409,281003,2030-04-11 08:55:00,101,282780,277801,276780,283197,276151,257557
"2410",2410,281313,2030-04-11 09:55:00,101,283131,280166,276198,283510,281872,264086
"2411",2411,281373,2030-04-11 10:55:00,101,282888,281839,275247,283294,285435,271231
"2412",2412,281726,2030-04-11 11:55:00,101,282545,284919,275155,282985,291635,284198
"2413",2413,281859,2030-04-11 12:55:00,101,281893,284198,275014,282403,290142,281392
"2414",2414,281739,2030-04-11 13:55:00,101,281008,282284,275175,281608,286425,277724
"2415",2415,280947,2030-04-11 14:55:00,101,279948,281490,275221,280627,284692,275473
"2416",2416,279822,2030-04-11 15:55:00,101,278920,281397,275075,279674,284463,272565
"2417",2417,280890,2030-04-11 16:55:00,101,279684,279192,275339,280382,279502,270864
"2418",2418,285373,2030-04-11 17:55:00,101,283987,277637,275171,284263,275739,273937
"2419",2419,290553,2030-04-11 18:55:00,101,288184,277194,275124,287857,274850,271709
"2420",2420,295440,2030-04-11 19:55:00,101,291952,284296,275913,290921,290322,290514
"2421",2421,299952,2030-04-11 20:55:00,101,295927,282314,275229,293954,286584,284316
"2422",2422,300868,2030-04-11 21:55:00,101,296804,279668,275198,294603,280568,277178
"2423",2423,296760,2030-04-11 22:55:00,101,291657,277791,275456,290681,276116,268426
"2424",2424,291862,2030-04-11 23:55:00,101,286039,276106,276697,286026,272291,258971
"2425",2425,285887,2030-04-12 00:55:00,102,280580,273686,277173,281211,267400,249856
"2426",2426,280742,2030-04-12 01:55:00,102,275932,269200,275957,276841,259903,240377
"2427",2427,278317,2030-04-12 02:55:00,102,273144,266937,274447,274145,256737,235633
"2428",2428,278504,2030-04-12 03:55:00,102,272910,265717,273252,273917,255018,232500
"2429",2429,277628,2030-04-12 04:55:00,102,273920,265430,273455,274900,254606,233034
"2430",2430,277276,2030-04-12 05:55:00,102,275533,268321,275155,276458,258674,237586
"2431",2431,277430,2030-04-12 06:55:00,102,277265,272969,277309,278114,266094,246882
"2432",2432,277642,2030-04-12 07:55:00,102,279072,276838,276778,279814,273867,256872
"2433",2433,276903,2030-04-12 08:55:00,102,279549,277513,276728,280256,275442,257931
"2434",2434,277253,2030-04-12 09:55:00,102,279460,279541,276422,280175,280290,262460
"2435",2435,277813,2030-04-12 10:55:00,102,279078,281218,275707,279819,284147,266642
"2436",2436,278011,2030-04-12 11:55:00,102,278289,282304,275703,279083,286597,266651
"2437",2437,278193,2030-04-12 12:55:00,102,277742,281632,275759,278565,284915,266351
"2438",2438,278310,2030-04-12 13:55:00,102,277396,279969,276402,278240,281389,262750
"2439",2439,277309,2030-04-12 14:55:00,102,276752,280826,275797,277624,283387,265796
"2440",2440,275374,2030-04-12 15:55:00,102,275823,280759,276096,276736,283189,264849
"2441",2441,275188,2030-04-12 16:55:00,102,276251,279707,275847,277147,280629,265516
"2442",2442,278666,2030-04-12 17:55:00,102,279572,276613,275507,280278,273300,268297
"2443",2443,282296,2030-04-12 18:55:00,102,282152,276824,275200,282636,273816,273207
"2444",2444,285726,2030-04-12 19:55:00,102,283795,280697,274990,284092,283060,281062
"2445",2445,289799,2030-04-12 20:55:00,102,286321,279311,275254,286270,279794,276659
"2446",2446,291293,2030-04-12 21:55:00,102,287309,276999,275565,287109,274441,268149
"2447",2447,286736,2030-04-12 22:55:00,102,282773,275376,276482,283192,270686,262124
"2448",2448,281838,2030-04-12 23:55:00,102,278214,273815,276995,279012,267644,254542
"2449",2449,278092,2030-04-13 00:55:00,103,274516,270417,276815,275477,261778,243510
"2450",2450,274150,2030-04-13 01:55:00,103,270510,265661,273961,271563,254926,234510
"2451",2451,271190,2030-04-13 02:55:00,103,267250,262434,271184,268344,250490,227870
"2452",2452,270041,2030-04-13 03:55:00,103,266230,259267,268440,267332,246303,222375
"2453",2453,268007,2030-04-13 04:55:00,103,266137,260289,269150,267240,247627,223922
"2454",2454,266331,2030-04-13 05:55:00,103,266464,264381,272353,267565,253132,230205
"2455",2455,265264,2030-04-13 06:55:00,103,267015,269321,275139,268112,260067,237689
"2456",2456,264554,2030-04-13 07:55:00,103,267702,270851,276351,268791,262511,241634
"2457",2457,263356,2030-04-13 08:55:00,103,267363,272777,277246,268456,265763,246204
"2458",2458,263028,2030-04-13 09:55:00,103,266807,275243,277261,267905,270442,249240
"2459",2459,262733,2030-04-13 10:55:00,103,265890,276975,277060,266995,274308,254361
"2460",2460,262496,2030-04-13 11:55:00,103,264778,278347,276977,265891,277481,255025
"2461",2461,261830,2030-04-13 12:55:00,103,263588,276743,277110,264708,273572,252756
"2462",2462,261014,2030-04-13 13:55:00,103,262650,274585,277303,263774,269058,246588
"2463",2463,259777,2030-04-13 14:55:00,103,261680,273658,277367,262808,267359,247362
"2464",2464,258497,2030-04-13 15:55:00,103,260503,272860,277284,261634,265915,245895
"2465",2465,259633,2030-04-13 16:55:00,103,261285,271802,277195,262413,264055,245446
"2466",2466,263990,2030-04-13 17:55:00,103,265486,266784,277281,266594,256523,246069
"2467",2467,268828,2030-04-13 18:55:00,103,269372,268359,277110,270442,258718,252689
"2468",2468,274066,2030-04-13 19:55:00,103,272810,276161,275648,273819,272381,266912
"2469",2469,280135,2030-04-13 20:55:00,103,277304,275291,275911,278152,270535,265389
"2470",2470,282924,2030-04-13 21:55:00,103,279830,274478,276671,280515,268791,260115
"2471",2471,280249,2030-04-13 22:55:00,103,277176,272739,277046,278028,265686,254386
"2472",2472,276651,2030-04-13 23:55:00,103,274063,270510,277312,275040,261916,246981
"2473",2473,272789,2030-04-14 00:55:00,104,271009,268829,275320,272054,259367,238319
"2474",2474,269048,2030-04-14 01:55:00,104,267474,264423,272421,268565,253188,230370
"2475",2475,266552,2030-04-14 02:55:00,104,264771,261791,269483,265884,249606,224627
"2476",2476,266448,2030-04-14 03:55:00,104,264633,260815,268490,265746,248284,222504
