"","Timepoint","load","dateTime","Day","load_mod_D0_M0_energyPeak","load_mod_D0.25_M0.25_energyPeak","load_mod_D0.5_M0_energyPeak","load_mod_D0_M0_energyOnly","load_mod_D0.25_M0.25_energyOnly","load_mod_D0.5_M0_energyOnly"
"5622",5622,296177,2030-08-23 05:55:00,235,292921,286692,282924,291674,295017,319356
"5623",5623,295915,2030-08-23 06:55:00,235,295001,285989,281297,293261,293744,312980
"5624",5624,296695,2030-08-23 07:55:00,235,297306,285005,280071,295014,291829,307107
"5625",5625,297541,2030-08-23 08:55:00,235,298994,285223,280084,296291,292227,306782
"5626",5626,298368,2030-08-23 09:55:00,235,300539,289801,282303,297529,300461,316498
"5627",5627,299091,2030-08-23 10:55:00,235,301679,294178,285715,298458,307443,331132
"5628",5628,299922,2030-08-23 11:55:00,235,302489,297172,288444,299089,311936,339120
"5629",5629,299760,2030-08-23 12:55:00,235,303173,298498,290871,299607,313894,344284
"5630",5630,299523,2030-08-23 13:55:00,235,303841,298638,290993,300123,314106,344541
"5631",5631,298620,2030-08-23 14:55:00,235,303738,302219,296740,300047,318970,356158
"5632",5632,296690,2030-08-23 15:55:00,235,302038,304447,299246,298740,321910,360871
"5633",5633,296372,2030-08-23 16:55:00,235,302258,301804,296411,298921,318442,355553
"5634",5634,299440,2030-08-23 17:55:00,235,306402,295477,291967,302165,309404,346695
"5635",5635,303072,2030-08-23 18:55:00,235,310348,295297,288807,305384,309161,339794
"5636",5636,307292,2030-08-23 19:55:00,235,313700,301298,292167,308286,317691,347156
"5637",5637,311226,2030-08-23 20:55:00,235,316770,304725,294947,311061,322249,352694
"5638",5638,310892,2030-08-23 21:55:00,235,316551,303740,297022,310871,320985,356665
"5639",5639,306072,2030-08-23 22:55:00,235,311229,305654,302338,306115,323473,365900
"5640",5640,301431,2030-08-23 23:55:00,235,304557,301714,303734,300686,318318,368048
"5641",5641,297020,2030-08-24 00:55:00,236,297946,298411,298217,295510,313750,359046
"5642",5642,293385,2030-08-24 01:55:00,236,291508,291468,290376,290565,303110,343326
"5643",5643,290743,2030-08-24 02:55:00,236,286844,288312,287147,286724,297868,335536
"5644",5644,289139,2030-08-24 03:55:00,236,284550,285222,284751,284755,292230,327215
"5645",5645,287952,2030-08-24 04:55:00,236,283708,283631,282805,284016,289011,318964
"5646",5646,287232,2030-08-24 05:55:00,236,283897,282999,281393,284182,287869,313178
"5647",5647,286413,2030-08-24 06:55:00,236,285032,281629,278957,285171,284931,302898
"5648",5648,287359,2030-08-24 07:55:00,236,287084,280536,277683,286926,282668,297404
"5649",5649,288171,2030-08-24 08:55:00,236,288652,280956,277249,288251,283627,295593
"5650",5650,289203,2030-08-24 09:55:00,236,290119,283905,278564,289451,289594,301014
"5651",5651,290125,2030-08-24 10:55:00,236,290973,286365,280895,290123,294487,310866
"5652",5652,290646,2030-08-24 11:55:00,236,290971,289278,282325,290123,299633,316442
"5653",5653,290589,2030-08-24 12:55:00,236,290633,290724,283802,289857,301964,323017
"5654",5654,290282,2030-08-24 13:55:00,236,290201,289573,284010,289508,300113,324226
"5655",5655,289392,2030-08-24 14:55:00,236,288486,292473,286321,288113,304730,332961
"5656",5656,287226,2030-08-24 15:55:00,236,285453,293757,287851,285522,306763,337115
"5657",5657,286311,2030-08-24 16:55:00,236,284798,292380,286556,284966,304549,333861
"5658",5658,289385,2030-08-24 17:55:00,236,288881,288710,284521,288446,298634,326294
"5659",5659,292935,2030-08-24 18:55:00,236,293791,286882,283036,292341,295432,319983
"5660",5660,297041,2030-08-24 19:55:00,236,299390,292475,285251,296614,304729,329120
"5661",5661,302921,2030-08-24 20:55:00,236,305898,296954,289789,301743,311621,342040
"5662",5662,304755,2030-08-24 21:55:00,236,308269,300005,294737,303688,315993,352193
"5663",5663,300745,2030-08-24 22:55:00,236,304047,302559,300965,300282,319402,363822
"5664",5664,296451,2030-08-24 23:55:00,236,298176,301293,302454,295690,317682,366096
"5665",5665,291830,2030-08-25 00:55:00,237,291598,295911,296159,290634,310118,355015
"5666",5666,287842,2030-08-25 01:55:00,237,285732,291240,290414,285764,302777,343441
"5667",5667,286403,2030-08-25 02:55:00,237,281974,286840,286146,282475,295368,332489
"5668",5668,286130,2030-08-25 03:55:00,237,280299,284271,283874,280952,290259,323637
"5669",5669,286271,2030-08-25 04:55:00,237,280217,282349,282296,280876,286716,316598
"5670",5670,287963,2030-08-25 05:55:00,237,281911,282825,280744,282420,287541,310369
"5671",5671,288723,2030-08-25 06:55:00,237,284141,281873,279526,284401,285498,304819
"5672",5672,289518,2030-08-25 07:55:00,237,287203,282381,278884,287028,286785,302360
"5673",5673,290023,2030-08-25 08:55:00,237,290305,284793,280075,289596,291382,306620
"5674",5674,291983,2030-08-25 09:55:00,237,294242,291993,284513,292679,303924,326230
"5675",5675,293377,2030-08-25 10:55:00,237,297143,298809,290660,294880,314335,343891
"5676",5676,294275,2030-08-25 11:55:00,237,299173,302246,294246,296443,319006,351254
"5677",5677,294742,2030-08-25 12:55:00,237,299982,303890,296651,297094,321175,355981
"5678",5678,294589,2030-08-25 13:55:00,237,300878,301719,294217,297802,318328,351179
"5679",5679,292127,2030-08-25 14:55:00,237,299587,305574,301109,296774,323364,364038
"5680",5680,290453,2030-08-25 15:55:00,237,297924,306944,305374,295493,325148,370357
"5681",5681,292137,2030-08-25 16:55:00,237,298747,305076,303278,296118,322728,367357
"5682",5682,296980,2030-08-25 17:55:00,237,304032,300352,297653,300277,316465,357950
"5683",5683,301619,2030-08-25 18:55:00,237,308290,297384,291699,303705,312248,346123
"5684",5684,306424,2030-08-25 19:55:00,237,312137,300003,294204,306880,315987,351148
"5685",5685,309973,2030-08-25 20:55:00,237,315252,303680,297500,309673,320898,357492
"5686",5686,308625,2030-08-25 21:55:00,237,314873,304028,299828,309336,321370,361893
"5687",5687,303335,2030-08-25 22:55:00,237,309597,305619,307872,304761,323428,373817
"5688",5688,298599,2030-08-25 23:55:00,237,303356,303731,305414,299754,320967,370433
"5689",5689,294209,2030-08-26 00:55:00,238,297207,299160,299942,294930,314803,362236
"5690",5690,290703,2030-08-26 01:55:00,238,291403,294249,293941,290486,307570,350665
"5691",5691,289979,2030-08-26 02:55:00,238,288263,290398,289713,287926,301384,341797
"5692",5692,290149,2030-08-26 03:55:00,238,287378,287541,286371,287168,296574,333159
"5693",5693,290008,2030-08-26 04:55:00,238,287350,285716,284560,287144,293162,326356
"5694",5694,290784,2030-08-26 05:55:00,238,288765,286692,283565,288349,295012,322346
"5695",5695,291710,2030-08-26 06:55:00,238,290709,284272,281129,289914,290288,311642
"5696",5696,292900,2030-08-26 07:55:00,238,293198,284655,280392,291885,291122,308603
"5697",5697,294741,2030-08-26 08:55:00,238,295976,286604,280988,293990,294879,311416
"5698",5698,297222,2030-08-26 09:55:00,238,298772,292274,284314,296132,304393,325442
"5699",5699,299838,2030-08-26 10:55:00,238,300706,297156,288011,297662,311911,337651
"5700",5700,300346,2030-08-26 11:55:00,238,301624,301852,293205,298417,318505,349264
"5701",5701,299703,2030-08-26 12:55:00,238,301740,301405,292916,298510,317880,348682
"5702",5702,297880,2030-08-26 13:55:00,238,301107,303508,296489,297990,320643,355716
"5703",5703,294993,2030-08-26 14:55:00,238,299572,306450,302620,296764,324512,366339
"5704",5704,291235,2030-08-26 15:55:00,238,297197,306943,305532,294923,325135,370617
"5705",5705,291433,2030-08-26 16:55:00,238,298311,303516,300716,295797,320660,363382
"5706",5706,294980,2030-08-26 17:55:00,238,303383,300987,298653,299771,317281,359835
"5707",5707,299847,2030-08-26 18:55:00,238,308159,297437,291783,303598,312320,346321
"5708",5708,305235,2030-08-26 19:55:00,238,312611,300607,294925,307296,316803,352572
"5709",5709,310336,2030-08-26 20:55:00,238,316497,304028,297597,310821,321366,357856
"5710",5710,309472,2030-08-26 21:55:00,238,315699,304518,300345,310080,321993,362768
"5711",5711,303839,2030-08-26 22:55:00,238,309960,305072,306739,305063,322720,372249
"5712",5712,297194,2030-08-26 23:55:00,238,302856,300868,300451,299377,317131,362950
"5713",5713,291507,2030-08-27 00:55:00,239,295920,296208,296143,293949,310560,354954
"5714",5714,287326,2030-08-27 01:55:00,239,289932,292233,294384,289311,304318,351587
"5715",5715,285285,2030-08-27 02:55:00,239,286987,288339,289259,286843,297912,340794
"5716",5716,285327,2030-08-27 03:55:00,239,286344,285489,285996,286289,292711,331965
"5717",5717,286569,2030-08-27 04:55:00,239,287479,284237,283940,287254,290199,323895
"5718",5718,288147,2030-08-27 05:55:00,239,289716,284154,282609,289137,290056,317961
"5719",5719,288750,2030-08-27 06:55:00,239,291694,283411,280405,290707,288602,308769
"5720",5720,289536,2030-08-27 07:55:00,239,294144,282693,279714,292612,287334,305361
"5721",5721,290842,2030-08-27 08:55:00,239,296479,284462,280512,294358,290739,309337
"5722",5722,292013,2030-08-27 09:55:00,239,298016,289200,284513,295560,299487,326162
"5723",5723,292734,2030-08-27 10:55:00,239,298400,293274,290009,295864,305977,342580
"5724",5724,292787,2030-08-27 11:55:00,239,298627,296564,293681,296040,311084,350172
"5725",5725,292244,2030-08-27 12:55:00,239,298155,294843,294030,295674,308486,350869
"5726",5726,290787,2030-08-27 13:55:00,239,297399,295497,295088,295073,309473,353084
"5727",5727,288045,2030-08-27 14:55:00,239,295196,298376,301172,293403,313702,364155
"5728",5728,285346,2030-08-27 15:55:00,239,293130,301153,305787,291826,317501,370955
"5729",5729,285747,2030-08-27 16:55:00,239,294155,302699,307127,292617,319595,372776
"5730",5730,289884,2030-08-27 17:55:00,239,299185,297693,298413,296453,312687,359476
"5731",5731,294409,2030-08-27 18:55:00,239,303609,299931,296748,299954,315883,356154
"5732",5732,299349,2030-08-27 19:55:00,239,308180,304191,298752,303614,321591,360038
"5733",5733,302761,2030-08-27 20:55:00,239,311666,306367,303137,306484,324397,367090
"5734",5734,301266,2030-08-27 21:55:00,239,310511,305174,305003,305522,322860,369837
"5735",5735,295529,2030-08-27 22:55:00,239,304698,306494,310505,300785,324567,377279
"5736",5736,289867,2030-08-27 23:55:00,239,297664,302750,307477,295282,319669,373270
"5737",5737,284591,2030-08-28 00:55:00,240,290020,295489,298747,289375,309453,360045
"5738",5738,281407,2030-08-28 01:55:00,240,284519,290909,293939,284726,302259,350636
"5739",5739,279932,2030-08-28 02:55:00,240,281739,287544,289684,282263,296590,341816
"5740",5740,278622,2030-08-28 03:55:00,240,280572,284766,287115,281204,291283,335292
"5741",5741,278945,2030-08-28 04:55:00,240,281388,283216,285215,281945,288233,328913
"5742",5742,281290,2030-08-28 05:55:00,240,284247,282125,283118,284491,286091,320669
"5743",5743,283318,2030-08-28 06:55:00,240,287051,281651,280068,286897,284982,306570
"5744",5744,285749,2030-08-28 07:55:00,240,290368,281526,280100,289650,284771,306773
"5745",5745,288245,2030-08-28 08:55:00,240,293484,283356,280819,292101,288477,310556
"5746",5746,289107,2030-08-28 09:55:00,240,294813,288668,285023,293109,298566,328038
"5747",5747,288507,2030-08-28 10:55:00,240,294711,291780,290996,293030,303599,344559
"5748",5748,287394,2030-08-28 11:55:00,240,294124,292995,293586,292598,305578,349960
"5749",5749,285885,2030-08-28 12:55:00,240,293063,293538,294985,291781,306403,352864
"5750",5750,284414,2030-08-28 13:55:00,240,291609,292451,295546,290641,304684,353887
"5751",5751,283165,2030-08-28 14:55:00,240,290454,291730,294402,289717,303507,351622
"5752",5752,282485,2030-08-28 15:55:00,240,289517,286245,285356,288978,294254,329453
"5753",5753,283917,2030-08-28 16:55:00,240,291098,288248,286722,290227,297733,334228
"5754",5754,288676,2030-08-28 17:55:00,240,296696,289509,287153,294536,300005,335502
"5755",5755,293149,2030-08-28 18:55:00,240,301621,291790,287364,298417,303617,336101
"5756",5756,296727,2030-08-28 19:55:00,240,304955,297372,291009,300997,312228,344601
"5757",5757,299142,2030-08-28 20:55:00,240,307015,297954,291938,302655,313107,346646
"5758",5758,297979,2030-08-28 21:55:00,240,305621,296917,292331,301519,311574,347587
"5759",5759,290838,2030-08-28 22:55:00,240,297951,297308,295885,295512,312124,354436
"5760",5760,284107,2030-08-28 23:55:00,240,289897,293378,294255,289280,306142,351320
"5761",5761,278854,2030-08-29 00:55:00,241,283889,287142,287777,284175,295882,336861
"5762",5762,274744,2030-08-29 01:55:00,241,279229,282279,283424,279959,286468,321548
"5763",5763,272118,2030-08-29 02:55:00,241,276085,279805,281808,276988,280935,314612
"5764",5764,272146,2030-08-29 03:55:00,241,275462,278211,280235,276392,277167,307606
"5765",5765,273027,2030-08-29 04:55:00,241,276256,276783,278708,277152,273702,301572
"5766",5766,275032,2030-08-29 05:55:00,241,278506,277050,278418,279287,274578,299663
"5767",5767,277280,2030-08-29 06:55:00,241,280984,276942,277514,281586,274171,296201
"5768",5768,278858,2030-08-29 07:55:00,241,283303,277758,277517,283660,276053,296274
"5769",5769,279863,2030-08-29 08:55:00,241,284508,278615,278706,284717,278078,301665
"5770",5770,280643,2030-08-29 09:55:00,241,285169,281654,281673,285280,285013,314188
"5771",5771,280385,2030-08-29 10:55:00,241,284486,282878,283131,284698,287657,320521
"5772",5772,279217,2030-08-29 11:55:00,241,282914,284208,284212,283318,290161,325113
"5773",5773,277880,2030-08-29 12:55:00,241,281115,283852,284938,281705,289474,327703
"5774",5774,276635,2030-08-29 13:55:00,241,279639,281742,283923,280339,285201,323792
"5775",5775,274649,2030-08-29 14:55:00,241,277424,283031,287305,278266,287926,335919
"5776",5776,272663,2030-08-29 15:55:00,241,275577,284932,289928,276501,291661,342331
"5777",5777,273906,2030-08-29 16:55:00,241,276951,284858,289892,277814,291527,342191
"5778",5778,279220,2030-08-29 17:55:00,241,282460,284357,288456,282912,290477,339080
"5779",5779,284671,2030-08-29 18:55:00,241,288103,286918,286923,287790,295506,334854
"5780",5780,289965,2030-08-29 19:55:00,241,294057,291729,289951,292543,303517,342387
"5781",5781,294130,2030-08-29 20:55:00,241,298939,293159,290145,296244,305803,342896
"5782",5782,293511,2030-08-29 21:55:00,241,298386,293510,292241,295854,306362,347396
"5783",5783,287909,2030-08-29 22:55:00,241,291961,292819,294991,290928,305277,352856
"5784",5784,281679,2030-08-29 23:55:00,241,285301,290393,293483,285391,301375,349753
"5785",5785,276206,2030-08-30 00:55:00,242,279375,285261,288318,280095,292283,338762
"5786",5786,272078,2030-08-30 01:55:00,242,274936,281258,284598,275883,284245,326511
"5787",5787,269986,2030-08-30 02:55:00,242,272479,278554,281949,273496,277918,314920
"5788",5788,269059,2030-08-30 03:55:00,242,271351,276910,280161,272392,274097,307367
"5789",5789,268988,2030-08-30 04:55:00,242,271563,275790,278593,272601,271651,300722
"5790",5790,270140,2030-08-30 05:55:00,242,273061,274963,276994,274064,269852,294913
"5791",5791,271472,2030-08-30 06:55:00,242,274748,275098,275633,275703,270090,287893
"5792",5792,273480,2030-08-30 07:55:00,242,277396,274424,275058,278240,268686,283125
"5793",5793,276083,2030-08-30 08:55:00,242,280508,275891,275267,281144,271861,284703
"5794",5794,279072,2030-08-30 09:55:00,242,283827,278829,277582,284121,278566,297007
"5795",5795,281298,2030-08-30 10:55:00,242,286433,282010,281316,286370,285870,312511
"5796",5796,282304,2030-08-30 11:55:00,242,287819,284326,283141,287546,290405,320562
"5797",5797,282739,2030-08-30 12:55:00,242,288426,285408,284642,288064,292581,326606
"5798",5798,281944,2030-08-30 13:55:00,242,287284,283894,284503,287090,289578,326245
"5799",5799,280175,2030-08-30 14:55:00,242,285047,285631,285454,285182,292941,330364
"5800",5800,277984,2030-08-30 15:55:00,242,282478,282276,283154,282928,286488,320768
"5801",5801,279211,2030-08-30 16:55:00,242,283484,281153,281275,283817,284038,312367
"5802",5802,284398,2030-08-30 17:55:00,242,288553,282378,281389,288168,286790,313201
"5803",5803,290106,2030-08-30 18:55:00,242,294809,285275,282202,293106,292318,316047
"5804",5804,295541,2030-08-30 19:55:00,242,300454,291364,285106,297465,302948,328330
"5805",5805,299454,2030-08-30 20:55:00,242,304616,292840,285896,300731,305318,331598
"5806",5806,298406,2030-08-30 21:55:00,242,303711,291186,286171,300030,302711,332547
"5807",5807,290540,2030-08-30 22:55:00,242,295443,288934,286916,293591,299110,334777
"5808",5808,283060,2030-08-30 23:55:00,242,287040,285900,286729,286888,293539,334277
"5809",5809,276947,2030-08-31 00:55:00,243,280387,282961,284105,281033,287800,324642
"5810",5810,272030,2030-08-31 01:55:00,243,275365,279263,281301,276297,279710,312589
"5811",5811,269162,2030-08-31 02:55:00,243,272106,277242,279231,273133,274948,304174
"5812",5812,268346,2030-08-31 03:55:00,243,271024,275792,277878,272069,271677,297982
"5813",5813,267592,2030-08-31 04:55:00,243,270331,274475,275932,271387,268835,290850
"5814",5814,267233,2030-08-31 05:55:00,243,270059,273924,275466,271119,267831,286775
"5815",5815,267594,2030-08-31 06:55:00,243,270380,273049,275194,271435,266265,280519
"5816",5816,268030,2030-08-31 07:55:00,243,270927,272972,275255,271974,266104,277644
"5817",5817,268159,2030-08-31 08:55:00,243,270681,273587,275186,271731,267208,274966
"5818",5818,268402,2030-08-31 09:55:00,243,270310,273264,275200,271366,266624,279310
"5819",5819,267925,2030-08-31 10:55:00,243,269425,273925,275050,270494,267848,281600
"5820",5820,266283,2030-08-31 11:55:00,243,267274,272195,275165,268368,264690,279405
"5821",5821,263571,2030-08-31 12:55:00,243,264326,270670,275170,265442,262209,278277
"5822",5822,260997,2030-08-31 13:55:00,243,261502,267849,275168,262630,258010,273810
"5823",5823,258436,2030-08-31 14:55:00,243,258649,267448,275172,259786,257422,275030
"5824",5824,256144,2030-08-31 15:55:00,243,256031,266752,275179,257174,256473,274520
"5825",5825,256885,2030-08-31 16:55:00,243,256931,265386,275117,258071,254544,271741
"5826",5826,262335,2030-08-31 17:55:00,243,262598,267310,275054,263722,257236,272470
"5827",5827,267665,2030-08-31 18:55:00,243,268609,273926,275084,269689,267873,282706
"5828",5828,273234,2030-08-31 19:55:00,243,274332,279657,277753,275299,280525,297543
"5829",5829,277873,2030-08-31 20:55:00,243,279017,281669,280087,279762,285041,306566
