,allocated,dispatched,difference_RT,difference_RT_perc
308,164961.4476,164961.4476,3.75439412892e-09,0.0
309,164961.4476,164961.4476,-3.98722477257e-09,0.0
310,164961.4476,164961.4476,4.1036400944e-09,0.0
311,164961.4476,164961.4476,-4.19095158577e-09,0.0
312,164961.4476,164961.4476,4.1036400944e-09,0.0
313,151916.0033,151916.0033,-3.98722477257e-09,0.0
314,151916.0033,151916.0033,3.92901711166e-09,0.0
315,151916.0033,151916.0033,-4.01632860303e-09,0.0
316,151916.0033,151916.0033,3.98722477257e-09,0.0
317,151916.0033,151916.0033,-4.16184775531e-09,0.0
318,151916.0033,151916.0033,4.1036400944e-09,0.0
319,151916.0033,151916.0033,-3.95812094212e-09,0.0
320,137053.0701,137053.0701,3.92901711166e-09,0.0
321,137053.0701,137053.0701,-3.87080945075e-09,0.0
322,137053.0701,137053.0701,3.98722477257e-09,0.0
323,137053.0701,137053.0701,-3.8999132812e-09,0.0
324,137053.0701,137053.0701,3.98722477257e-09,0.0
325,137053.0701,137053.0701,-3.98722477257e-09,0.0
326,137053.0701,137053.0701,3.8999132812e-09,0.0
327,162814.2312,162814.2312,-4.01632860303e-09,0.0
328,162814.2312,162814.2312,4.01632860303e-09,0.0
329,162814.2312,162814.2312,-4.01632860303e-09,0.0
330,162814.2312,162814.2312,4.1036400944e-09,0.0
331,162814.2312,162814.2312,-4.27826307714e-09,0.0
332,162814.2312,162814.2312,4.39467839897e-09,0.0
333,162814.2312,162814.2312,-4.19095158577e-09,0.0
334,160285.2459,160285.2459,4.22005541623e-09,0.0
335,160285.2459,160285.2459,-4.36557456851e-09,0.0
336,160285.2459,160285.2459,4.42378222942e-09,0.0
337,160285.2459,160285.2459,-4.59840521216e-09,0.0
338,160285.2459,160285.2459,4.59840521216e-09,0.0
339,160285.2459,160285.2459,-4.56930138171e-09,0.0
340,160285.2459,160285.2459,4.39467839897e-09,0.0
341,145343.1407,145343.1407,-4.51109372079e-09,0.0
342,145343.1407,145343.1407,4.42378222942e-09,0.0
343,145343.1407,145343.1407,-4.36557456851e-09,0.0
344,145343.1407,145343.1407,4.3073669076e-09,0.0
345,145343.1407,145343.1407,-4.36557456851e-09,0.0
346,145343.1407,145343.1407,4.42378222942e-09,0.0
347,145343.1407,145343.1407,-4.39467839897e-09,0.0
348,119453.5293,119453.5293,4.49654180557e-09,0.0
349,119453.5293,119453.5293,-4.59840521216e-09,0.0
350,119453.5293,119453.5293,4.62750904262e-09,0.0
351,119453.5293,119453.5293,-4.58385329694e-09,0.0
352,119453.5293,119453.5293,4.72937244922e-09,0.0
