"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
2014,6,21,"13934","13530","13244","13357","13194","13735","14349","14412","14431","14690","14681","14733","14393","14035","14446","14539","13832","13542","13147","13966","14305","13905","13747","14065"
2014,6,22,"14195","13713","13422","13823","13133","13599","14260","14467","14104","14434","14497","14749","14355","13764","14350","14012","13925","13176","12286","13499","13655","13525","14001","13462"
2014,6,23,"14195","13713","13422","13823","13133","13599","14260","14467","14104","14434","14497","14749","14355","13764","14350","14012","13925","13176","12286","13499","13655","13525","14001","13462"
2014,6,24,"14435","14131","14094","13852","13761","14468","14817","15269","15205","15355","15518","15614","15315","15081","15325","15529","14811","13806","13274","14372","14461","14045","14669","14628"
2014,6,25,"14594","14245","14119","14303","14198","14800","15263","15223","15364","15636","15913","15607","15392","15477","15460","15626","15397","14132","13354","14333","14320","14393","14257","14724"
2014,6,26,"14824","14498","14311","14213","14377","14649","15095","15305","15604","15506","15838","15982","15911","15751","15532","15531","15401","14289","13410","14264","14240","14126","14337","13757"
2014,6,27,"14028","14078","13961","14044","14197","14688","14668","14863","15285","15553","15528","15288","15064","14267","14333","15000","14871","13867","13241","13377","14124","13818","13881","13518"
2014,6,28,"14238","14090","14030","14638","14204","14963","15047","15049","15167","15739","15573","15641","15331","15421","15686","15632","15321","14287","13729","14295","14553","13970","14088","13739"
2014,6,29,"14361","14912","14932","14585","14656","15269","15572","15576","15207","15684","15628","16063","15534","15462","15961","15394","15117","13942","13024","13987","14213","14032","13986","14592"
2014,6,30,"14887","14833","14740","14647","14751","15017","15487","15447","15578","15645","16087","16089","16156","15876","16290","16267","15888","14945","13732","14241","14843","14514","14638","14895"
2014,7,1,"15273","15080","14839","14541","14703","14180","15599","15792","15847","15976","16162","15966","16102","15653","15422","16088","15643","14418","13130","14425","14567","14119","14824","14870"
2014,7,2,"15019","14784","14711","14901","14748","15031","15405","15628","15005","15556","15898","15982","15869","15443","15399","15426","15348","13989","13349","13949","14113","14020","14017","14456"
2014,7,3,"14312","14262","14234","14042","14041","14515","14623","14877","14473","15182","15787","15619","15628","15370","14937","15055","14560","13567","12297","13076","13638","13260","13256","13387"
2014,7,4,"14024","13833","13843","13838","13734","14048","15014","14601","15111","14722","14808","14721","14533","14595","14242","14117","13924","13605","13556","13768","13754","13860","13662","13978"
2014,7,5,"14206","13952","14081","14084","13911","14445","14876","15181","15367","15347","15740","15807","15933","15853","15890","15685","15074","14209","13610","14135","14388","13710","13872","14314"
2014,7,6,"14329","14112","14120","13930","14438","14542","14607","15055","14800","15252","15115","15278","15255","15229","15007","15230","14621","13609","12915","13618","14031","13734","13846","13284"
2014,7,7,"14069","13287","13132","13052","13059","13486","14273","14219","14275","14857","14756","14331","14681","14705","14608","14236","14204","13463","13133","13703","13808","13554","13512","13536"
2014,7,8,"13791","13210","13323","13321","13277","13671","14293","14333","14730","14504","14652","15077","15133","14674","15076","14647","14861","13622","13796","13384","14326","12873","13076","13173"
2014,7,9,"13791","13210","13323","13321","13277","13671","14293","14333","14730","14504","14652","15077","15133","14674","15076","14647","14861","13622","13796","13384","14326","12873","13076","13173"
2014,7,10,"12788","12553","12348","12419","12457","12913","13443","13126","13587","14132","14144","14068","14097","13645","13993","14099","13281","12626","12400","13012","13423","13130","12618","12845"
2014,7,11,"12875","12907","12738","12581","13021","12780","13846","14109","13758","13542","13575","13933","13570","13127","13322","13257","12789","12089","11968","13076","12934","12390","12271","12032"
2014,7,12,"11711","11715","11468","11504","11491","12103","12934","12872","13225","13598","13396","13678","13579","13474","13410","13246","13280","12326","12581","13188","13104","13123","12930","13140"
2014,7,13,"12951","12352","12560","12613","12594","13019","13465","13563","13763","14027","13962","14508","14318","13612","13513","13807","13501","12563","12338","13365","13300","12930","12785","12561"
2014,7,14,"12936","12589","12289","12520","12255","12758","13573","13417","14366","13701","13905","13629","14006","13535","13471","13619","12833","12931","12537","13289","13389","12982","13052","12655"
2014,7,15,"12578","12228","12023","12140","12320","12862","13348","14010","13619","13410","13556","13777","13216","12890","12975","12892","12742","12168","12426","12674","13019","12154","11730","11924"
2014,7,16,"11731","10840","11093","11285","11312","11976","12391","12958","12536","12982","13130","12006","12616","11348","12338","12005","12052","11927","12355","12983","13392","12615","12267","11704"
2014,7,17,"11588","11457","11399","11110","11379","12144","12839","13130","13024","12895","12864","12498","12300","11902","12004","12382","12253","11855","12267","12553","13400","12763","12250","12452"
2014,7,18,"12169","12315","11962","12080","12293","12673","13300","13549","13631","13169","13082","12548","12293","11969","11979","11978","11821","11646","12144","12623","12918","12565","12056","12381"
2014,7,19,"12312","11841","11702","11819","11952","12101","13088","13050","13237","13355","13101","12931","12568","12036","12056","12141","12149","12098","11865","12760","12902","12502","12307","11856"
2014,7,20,"11881","11322","11760","11590","11623","12170","12452","12995","13034","13262","12993","12765","12750","11970","12037","12060","11783","11516","11449","12480","12574","12217","11837","11983"
2014,7,21,"11730","11395","11721","11291","11718","12236","12759","13410","13634","13271","13037","12794","12658","12336","12113","12180","11997","11684","11820","12781","12886","12339","12062","11860"
2014,7,22,"11581","11534","11424","11431","11922","12065","12673","12747","13348","12335","12770","12446","11945","11883","11909","11314","11796","11799","11840","12308","12405","11880","11813","11397"
2014,7,23,"11566","10280","10467","10500","10291","10489","11227","11347","11392","11720","11681","11201","11024","10682","10617","10722","10950","11073","11366","12170","12216","11674","11166","10600"
2014,7,24,"10629","10593","10577","10647","10449","10999","11672","12129","12374","12101","11807","11599","11352","11354","11196","11105","11401","10972","11457","12537","12916","12574","12083","11642"
2014,7,25,"11411","11272","11165","11247","11608","11747","12757","12750","12760","12497","12016","12155","11957","11720","11233","11701","11480","11429","11408","12581","12869","12218","12089","11689"
2014,7,26,"11534","11485","11122","11015","11562","11631","12507","12799","13161","12943","13429","12709","12778","12360","12386","12272","12573","11739","12054","12816","13227","12558","12202","12233"
2014,7,27,"11979","12070","11492","11772","11634","12196","12462","12890","13469","13301","13093","12882","12473","12524","12265","12251","11851","11523","11849","12136","11957","11888","11783","11176"
2014,7,28,"10848","11216","11107","11231","11240","11757","12581","12823","12865","12564","12692","12209","11773","11996","11873","12074","11698","11459","11747","12367","12316","12009","11428","11510"
2014,7,29,"11089","10989","10792","10660","11157","11646","12098","12559","12660","12557","12035","11759","11544","11282","11318","11229","11509","11030","11926","12307","12027","11919","11357","10884"
2014,7,30,"10480","10689","10651","10389","10317","11102","11883","11780","12035","11746","11956","11507","11517","11054","11436","11245","11140","11308","11816","12745","12461","12085","11642","11385"
2014,7,31,"11440","11044","11136","10917","10811","11352","12123","12348","12323","12165","12044","12015","11791","11219","11114","11362","11365","10943","11517","12557","12651","11923","11568","11438"
2014,8,1,"11135","11168","10817","10962","11164","11589","12269","12415","12266","12340","12087","12054","11520","11264","11077","11140","10948","10609","10600","11843","12239","11455","11510","11539"
2014,8,2,"11279","11031","10794","11158","10966","11754","12037","12280","12493","12486","12108","12290","12182","11705","11721","11780","11728","11255","11464","12668","12590","12350","11638","11768"
2014,8,3,"11414","11169","11222","11156","11331","11947","12323","12690","13033","12670","12769","12574","12161","11909","12075","11655","11726","11121","11538","12416","12447","12199","11953","11656"
2014,8,4,"11722","11637","11482","11458","11743","12016","12601","12802","13191","13086","12883","12677","12543","12067","12154","11937","11818","11353","11852","12250","12384","12167","11859","11600"
2014,8,5,"11147","10907","10895","10772","11249","11340","12320","12324","12658","12197","12153","12004","11690","11297","11361","11298","11324","11482","11847","12654","12615","12260","12042","11629"
2014,8,6,"11167","11141","11115","11095","11186","11925","12510","12798","12923","12560","12626","11800","11910","11557","11682","11655","11040","11488","11638","12706","12637","12463","12042","11539"
2014,8,7,"11408","11110","11262","11419","11249","12016","12526","12745","12716","12980","12599","12525","12133","11797","11793","11799","11441","11456","11510","12928","12718","12052","11993","11740"
2014,8,8,"11754","11318","11640","11398","11510","12185","12446","12977","12928","12473","12593","12049","12136","11749","11694","11684","11477","11102","11257","12698","12731","12316","12085","12112"
2014,8,9,"11672","11743","11417","11427","11496","12167","12719","13108","13214","13575","13802","13440","13270","13114","12759","12872","12675","11782","11663","12567","12879","12766","12697","12373"
2014,8,10,"12334","12012","11925","11698","11741","12237","12604","12908","13223","13767","13688","13247","12955","12875","12554","12549","12269","11590","11394","12257","12579","11961","11947","12002"
2014,8,11,"11846","11793","11648","11714","12004","12159","13143","13411","13525","13768","13446","13830","13475","13259","13406","13591","13340","12017","12389","13392","13197","13051","12819","12418"
2014,8,12,"12267","12330","12428","12328","12377","12814","13512","14088","13994","14044","13901","14020","13860","13514","13479","13427","13239","12193","12263","13400","13358","12976","12689","12658"
2014,8,13,"12737","12510","12613","12159","12336","13057","13795","14064","14442","14483","14326","14115","13899","13907","13718","13693","13581","12687","12680","13676","13202","12730","12294","12307"
2014,8,14,"12776","12457","12517","12171","12261","13093","13834","14070","14252","14336","14031","13911","13682","13368","13655","13408","13246","12265","12697","13593","13551","13152","12897","13007"
2014,8,15,"12737","12396","12480","12345","12726","13438","14168","13609","13201","12603","12773","12707","12591","12106","12193","12372","11603","10737","10746","11877","11955","11485","11678","11750"
2014,8,16,"11443","11604","11488","11471","11498","12091","12743","13260","13835","14143","13974","13920","14159","13802","13798","13723","13430","12691","12034","13133","13415","12888","13056","12703"
2014,8,17,"13217","12670","12766","12423","12505","13019","13943","14666","14940","14692","15247","15351","14609","14822","14680","14644","14457","12789","12306","13444","14025","12916","13112","12917"
2014,8,18,"13185","12796","12848","12683","12725","13184","14046","14433","14676","14883","14768","14958","14677","14655","14404","14801","14329","13110","12696","13331","13617","13158","13183","13062"
2014,8,19,"13297","13018","12967","12830","13250","13468","14274","14503","14897","14698","14412","14852","14958","14696","14829","15124","14845","13538","13285","14150","13895","13837","13733","13341"
2014,8,20,"13086","12930","12905","12814","12762","13339","13769","14216","14317","14801","14534","14276","14055","14247","14235","14459","14106","13552","13387","13954","13860","13654","13201","13090"
2014,8,21,"12952","12938","12973","12784","13094","13215","13500","13754","14566","14940","14896","15218","14863","14259","14329","13957","13528","13054","13339","13474","13178","13296","12829","12213"
2014,8,22,"12449","12376","12265","11899","11929","12554","12574","12829","13203","13369","13208","13063","12614","12477","12424","12638","12362","12069","12249","13179","13364","12955","12460","12183"
2014,8,23,"12021","11973","11656","11849","12041","12416","12718","12834","12882","13492","13379","13447","13297","13288","13104","13285","13115","12037","12515","13335","13553","12916","12729","11760"
2014,8,24,"12004","11697","11620","11424","11641","11981","12370","12379","12684","13272","13232","13701","13524","13053","13172","13292","13203","12606","12403","13131","12962","12725","12416","12076"
2014,8,25,"11925","11858","11637","11577","11576","12283","12330","12700","13063","13454","13659","13778","13707","13583","13357","13147","12933","12416","12583","12669","12876","12549","12000","12096"
2014,8,26,"11925","11858","11637","11577","11576","12283","12330","12700","13063","13454","13659","13778","13707","13583","13357","13147","12933","12416","12583","12669","12876","12549","12000","12096"
2014,8,27,"11854","11178","11100","10971","11226","11694","12241","12233","12428","12435","12078","12330","11762","11768","11591","11749","11945","11703","12495","13062","12776","12245","12080","11778"
2014,8,28,"11355","11091","10963","10609","10600","10867","11929","11730","11969","12187","11549","11427","11343","10956","10993","11394","11549","11660","12126","12865","12754","12412","12139","11569"
2014,8,29,"11220","11080","10817","10794","10667","10925","11074","11338","11152","11258","11183","11293","10979","10586","10025","10218","10140","9987","11165","11773","11993","11676","11162","10970"
2014,8,30,"10518","10347","10360","10406","10570","10717","11381","11450","11780","11742","11541","11584","11390","10877","11231","11014","11318","11566","12137","12813","12797","12219","11601","10876"
2014,8,31,"10984","10809","10856","10874","11052","11271","11566","11793","12291","11761","11820","11516","11280","11029","10932","10924","10772","10954","11755","12517","12296","11907","11043","10757"
2014,9,1,"10109","9955","10089","9649","10147","10733","11325","11848","12151","11723","11482","10926","10877","10853","10618","10786","10877","10754","12051","12263","12264","11732","11516","10817"
2014,9,2,"10855","10383","10334","10150","10297","11171","12084","12145","12571","12103","12140","11638","11372","11024","10791","11004","11329","11466","12131","13100","13000","12499","12020","11455"
2014,9,3,"10856","10734","10458","10469","10955","11555","12216","12386","12576","12525","12682","11947","11794","11544","11703","11614","11544","11546","12187","13034","12852","12358","12017","11682"
2014,9,4,"11197","10842","10942","10734","11228","11500","12310","12578","12882","12874","12427","12115","11750","11493","11484","11464","11233","10988","11716","12946","12789","12415","12169","11544"
2014,9,5,"11185","11351","10849","10899","11058","11866","12616","12871","12707","12452","11904","12070","11566","11453","11275","11243","11267","10913","11749","12970","12719","12333","11538","11092"
2014,9,6,"10944","10785","10736","10508","10701","11338","11996","12234","12408","12319","12076","12026","11828","11531","11588","11642","11356","11303","11731","13065","12741","12491","11582","11557"
2014,9,7,"10908","10498","10710","10556","10976","11434","12008","12041","12789","12515","12271","11876","11675","11210","10860","10762","10988","10617","11641","11817","11813","11390","11268","10887"
2014,9,8,"10504","10251","10220","10162","10398","10858","11683","11854","12091","11947","11356","11128","10796","10219","10188","9944","10086","9765","10571","11456","11193","10729","10497","10211"
2014,9,9,"10066","9859","9496","9400","9569","10518","11396","11710","12192","12048","11869","11688","11223","10729","10995","11007","11043","10825","11700","12868","12404","11804","11494","11360"
2014,9,10,"10983","10708","10599","10646","10704","11476","12562","12374","12962","12668","11945","11366","11658","10923","11288","11416","11297","11377","12232","13089","12891","12181","11954","11581"
2014,9,11,"11062","10912","10960","11161","11265","11725","12333","12636","12574","12637","12297","12038","11694","11657","11700","11861","11682","11484","12211","13190","12870","12388","12044","11599"
2014,9,12,"11429","11168","11205","11136","11373","12332","12642","12800","12979","12965","12449","12300","12129","11797","11824","11889","11618","11048","11852","13404","12813","12352","12012","11900"
2014,9,13,"11421","11344","11263","11359","11370","12105","12840","12918","13242","13064","13204","13120","12878","12972","12746","12751","12593","12029","12551","13360","13105","12621","12187","12039"
2014,9,14,"11802","11398","11220","11169","11559","11760","12487","12856","13181","13458","13722","13440","13433","13005","12966","13040","12536","11945","12451","13120","13039","12292","12230","11977"
2014,9,15,"11688","11601","11686","11557","11793","12220","12992","13495","13574","13854","13798","13612","13693","13447","13510","13677","13294","12078","12741","13581","13271","12799","12519","12443"
2014,9,16,"12444","12046","12112","11882","12346","12775","13672","13761","13716","14130","14109","14544","14139","14132","14002","13875","13308","12448","12914","13958","13416","12861","12679","12282"
2014,9,17,"12385","12320","11945","11937","11935","12528","13324","13612","13767","14040","13986","13731","13836","13493","13651","13728","13697","12661","12985","13980","13353","13196","12745","12453"
2014,9,18,"12601","12310","12245","11952","12063","12501","13353","13543","13817","13929","14136","14222","13775","13550","13692","13545","13374","12577","13146","13750","13727","13110","12680","12648"
2014,9,19,"12662","12257","12283","12366","12373","12824","13882","14027","14044","13934","14026","13785","13736","13676","13450","13369","13260","12190","13023","14012","13345","12868","12466","12210"
2014,9,20,"12184","12021","12216","12146","12470","12977","13617","13780","14137","13952","14256","14136","14045","13891","13837","13974","13715","12856","13460","13862","13391","12583","12381","12463"
2014,9,21,"12696","12321","12158","12228","12592","12796","13409","13957","14308","14215","14611","15083","14148","14281","14752","14584","14113","12805","13319","14100","13462","13149","12862","12793"
2014,9,22,"13129","12770","12938","12867","12937","13479","14080","14985","14762","15024","15130","15097","15038","14903","14992","14957","14685","13826","13646","14584","14140","13579","13417","13429"
2014,9,23,"13284","13029","13138","12904","12859","13733","14497","15191","15322","15391","15433","15676","15536","15384","15559","15641","15193","14127","14056","14947","14610","14129","13748","13778"
2014,9,24,"13810","13641","13454","13523","13613","14258","15069","15501","15692","15655","15800","15796","15782","15561","15916","15670","15386","14012","14271","14813","14843","14078","13880","14053"
2014,9,25,"14175","14128","13724","13687","13779","14500","14996","15416","15720","15848","15873","16103","15994","15605","15737","15862","15713","15105","14182","15236","14629","14261","14016","13947"
2014,9,26,"14019","13809","13782","13765","13988","14743","15291","14945","15152","15173","15399","15493","15469","15412","15400","15490","14891","13717","14221","15036","14572","14287","14126","14324"
2014,9,27,"14339","14296","14100","13872","14281","14975","15604","15889","16212","15977","15891","15992","16414","15847","16703","16183","15143","14024","14425","15283","14640","14256","14117","14416"
2014,9,28,"14682","14607","14367","14345","14704","14915","15660","15555","16097","16098","16472","16553","16392","16322","16163","15827","15535","14336","14435","15023","14674","14206","14140","14627"
2014,9,29,"14824","14361","14259","14829","14756","15322","16251","16194","16573","16378","16629","16365","16735","16858","16693","16734","16016","14969","14891","15690","15371","14899","14716","14746"
2014,9,30,"15245","15113","15236","15308","14752","15457","15716","15879","16187","16048","16232","16197","16768","16731","17140","17424","16437","15385","15092","15231","14657","14045","13934","13804"
2014,10,1,"14370","14735","14353","14661","15140","15938","16215","16038","15468","16107","15626","16464","16813","16251","16622","15735","15365","14776","14318","14704","14857","14298","14086","14000"
2014,10,2,"14836","14407","14510","14261","14451","15226","15481","14984","15115","15382","15460","16204","16089","15999","15920","15576","14717","13811","13990","14912","14874","14363","13948","14034"
2014,10,3,"14423","14339","14438","14440","14684","15083","15031","14379","13897","13964","14261","14791","15159","14651","14485","14068","13152","12514","12908","13603","13505","13083","12963","13167"
2014,10,4,"13711","13714","13452","13739","13824","14110","14713","14745","14645","15712","15969","17065","17694","16865","16133","15786","15051","14315","14723","15316","14627","14176","14205","14182"
2014,10,5,"14806","14964","15205","14750","15141","15331","15789","15206","14843","15870","16273","17130","16775","17123","16981","16291","15213","14704","14712","15136","14877","14325","13933","14111"
2014,10,6,"14985","14759","15002","14917","15187","15645","16303","15656","15251","15836","16479","17297","17427","17227","17005","16362","15308","14245","14414","14675","14374","14188","13925","14152"
2014,10,7,"14529","14717","14811","14916","14684","15346","15722","15402","15025","15633","16320","17008","17054","17228","16229","15532","14788","14056","14285","14457","14192","13996","14033","13843"
2014,10,8,"14277","14271","14373","14229","14345","14924","15418","15017","14401","15132","15624","16524","16305","15897","16161","15958","14768","14020","15126","14750","14914","13998","13740","13602"
2014,10,9,"13877","14117","14024","14034","14179","14719","15354","14568","14220","15068","15447","16416","16547","16414","16604","16095","14908","14456","14772","15030","14707","14258","13596","13651"
2014,10,10,"14122","14291","14244","14474","14425","14984","15538","14777","14094","15074","15293","15851","15820","15948","16033","15893","14603","14537","14509","14789","14396","14074","13908","14158"
2014,10,11,"14484","14604","14616","14544","14813","15376","15992","15135","14473","15679","15562","16995","16885","16914","16643","16215","15993","15075","14943","15345","14984","14370","13927","14154"
2014,10,12,"14649","14841","14798","14723","14860","15320","15946","14885","14490","15326","15810","16792","16525","16215","16253","15749","14856","14474","14129","14675","14386","13941","13612","13870"
2014,10,13,"14627","14531","14968","14741","14881","15060","15539","15153","14462","15673","15918","16988","17311","17122","16820","16217","15537","14847","15062","15349","14694","14576","14441","14104"
2014,10,14,"14565","14875","14904","14800","14971","15681","16038","15545","14746","16005","16298","17215","17482","17360","17573","16752","15838","15214","15382","15791","15002","14881","14286","14572"
2014,10,15,"15182","15299","15258","15411","15608","15920","16115","14945","14067","14698","15038","16049","15981","15890","15777","15375","13919","13844","14288","14655","14378","13710","13733","13663"
2014,10,16,"14218","14586","14599","14276","14666","15367","15502","14556","14652","15511","15848","16942","17086","16765","16977","16517","15270","15203","15119","15558","14812","14496","14188","14220"
2014,10,17,"14505","14815","14875","14747","15066","15800","15425","15145","14256","15728","15601","16482","16776","16571","16266","15743","14565","14322","14637","14930","14537","14214","13861","13413"
2014,10,18,"14023","13880","13988","13920","14298","14728","15055","14220","13663","14655","15433","16040","16688","16222","16128","15815","14869","14490","14529","15094","14199","13510","13441","13535"
2014,10,19,"14485","14443","14543","14120","14605","15184","15486","14438","14323","15380","15905","16923","16751","16777","16776","15434","15029","14305","14699","14860","14482","14417","14111","13971"
2014,10,20,"15055","14597","14343","14499","14944","15817","15504","14992","14604","15358","15936","16721","17027","16800","16844","16175","15274","14757","15088","15396","15009","14664","14432","14550"
2014,10,21,"14795","14796","14917","15375","14995","15843","15614","15167","14807","15644","15958","16867","16963","16856","16714","16342","15172","14632","15310","15307","14780","14646","14169","13892"
2014,10,22,"14374","14531","15001","14555","15015","15922","15951","15010","14482","15120","15382","16433","16441","16659","16272","15524","14553","14131","14954","14903","14514","14454","13699","13955"
2014,10,23,"14145","14254","14447","14238","14416","15100","15261","13719","13207","14047","14005","15357","14841","14692","14683","14130","12411","12470","13001","13231","13215","12513","12181","12101"
2014,10,24,"12530","12975","12812","13084","13523","13949","14227","13248","13146","13453","13847","14781","14646","14588","14367","13719","12460","12395","13100","13062","12850","12493","12092","12084"
2014,10,25,"12421","12577","12569","12874","12949","13540","14066","13349","12894","13146","13339","13802","13764","13344","13139","12879","12036","12048","12409","12636","12132","11297","10846","10125"
2014,10,26,"11107","11502","11394","11238","11483","12050","12556","12355","12004","12180","12653","13359","13528","13499","13070","13336","12261","12501","12965","12783","12534","11670","11222","11227"
2014,10,27,"11596","11704","11768","11599","11815","12432","13094","13074","12790","13363","13656","14942","14758","14696","14536","14358","13493","13090","13709","13667","13206","12662","12133","12117"
2014,10,28,"12410","12661","12752","12663","12828","13724","14347","14203","13309","14200","14835","15634","15746","15875","15382","15430","14491","13748","14229","14157","13686","12988","12355","12203"
2014,10,29,"12761","13111","13059","12966","13385","13956","14502","14067","13621","14845","14913","15567","15895","15809","15806","15013","14261","13675","14211","14112","13411","12997","12581","12504"
2014,10,30,"12795","13134","13274","13051","13494","13692","14425","13823","13455","14633","14834","16150","15897","15543","15722","15106","14107","14120","14297","14025","13978","12542","12592","12308"
2014,10,31,"13070","13346","13174","13394","13298","14021","14529","14271","13823","14588","15168","16616","16329","16041","15756","15407","14593","14002","14080","13965","13417","13310","12769","12274"
2014,11,1,"13097","13444","13409","13471","13497","13930","14859","14693","14249","15331","15468","16580","16755","16711","16637","16063","14804","14290","14051","14203","13592","13177","12630","12761"
2014,11,2,"13284","13753","13386","13537","13986","14029","15023","13867","13481","14496","15117","15714","15681","15761","15675","15215","13842","13706","13935","13651","13276","12858","12405","12477"
2014,11,3,"13143","13291","13547","13321","13751","14218","14910","14580","14209","15575","15980","16912","17035","16622","16612","16105","15121","14184","14592","14311","13799","13481","12807","12690"
2014,11,4,"13268","13767","13792","13571","13776","14680","15359","14741","14103","15583","15886","17144","16967","16775","16623","15904","14795","14290","14409","14094","13831","13236","12955","12867"
2014,11,5,"13771","13995","14162","14113","14469","15148","15461","15048","14494","15376","15821","16836","16407","16385","16727","16408","15100","14697","14859","14728","14045","13643","13150","13351"
2014,11,6,"13724","14147","14115","14092","14356","15147","15303","14933","14610","15466","16295","17176","17427","16844","16663","16114","14915","14260","14987","14463","14413","13435","13127","13050"
2014,11,7,"13857","13976","14025","14019","14291","15039","15509","14759","14095","15431","15451","16629","16661","16594","16212","15502","14615","14007","14324","14158","13667","13289","13168","12968"
2014,11,8,"13714","13727","14074","13923","14165","14978","15527","14619","14309","15241","15337","16640","16320","16004","16464","15732","14937","14371","14674","14480","13877","13344","12900","12716"
2014,11,9,"13698","13752","13783","13868","14364","14908","15140","14509","14274","15205","15387","16155","16222","16379","16391","15630","14203","14295","13981","13978","13184","12994","12094","12323"
2014,11,10,"13642","13669","13539","13684","13777","15033","15593","15176","14743","15721","16238","17464","17208","17210","17166","16399","15446","15160","14482","14433","14787","13461","13203","12929"
2014,11,11,"13830","14112","14436","14296","14339","15228","15849","14964","14816","15869","16421","17096","16947","17278","16812","16748","15114","14707","15321","14969","14269","13788","13387","13266"
2014,11,12,"13837","14047","14024","13878","14278","14964","15240","14819","14412","16200","16229","17325","17293","17411","17237","17213","15116","14959","15074","14777","14905","13722","13486","13465"
2014,11,13,"14010","14140","14366","13926","14586","15048","15490","15196","14552","15263","15630","16524","16309","16189","16004","15672","14316","13968","14381","13995","13849","13150","12761","12770"
2014,11,14,"13225","13499","13563","13602","13925","14649","15147","14487","14285","14613","14948","15460","15369","14989","14617","14070","13331","13447","13635","13349","13428","12188","12210","11872"
2014,11,15,"11792","11331","11548","11682","11683","12098","12787","12489","12540","12734","13159","13770","13629","14021","13668","13569","13319","13752","14005","13856","13142","12528","12269","11873"
2014,11,16,"11682","11661","11457","11557","11891","12343","12872","12886","12702","13403","13551","13858","14085","13629","13862","13231","12918","13237","13804","13320","12588","12279","11978","11872"
2014,11,17,"12114","11879","11920","11231","11829","12479","13327","13196","12575","13520","13734","13827","14027","14019","14063","13750","13598","13157","14301","13622","13260","13024","12480","12256"
2014,11,18,"12366","12232","12568","12515","12768","13158","13529","13712","13320","13422","14072","14338","13967","14194","14226","14290","13802","13499","14570","13910","13767","12927","12589","12147"
2014,11,19,"12441","12150","12291","12254","12507","13250","13977","13850","13734","13864","13968","14519","14473","14369","14431","14355","13966","13528","14420","14199","13582","12877","12619","12511"
2014,11,20,"12421","12237","12105","12208","12209","13227","14127","14315","13950","14150","14347","14577","14389","14227","14447","14451","14039","13474","14209","13786","13364","12753","12041","11961"
2014,11,21,"12193","12251","12044","12269","12625","13373","14027","14267","13909","13979","14234","14460","14154","14455","14277","14312","13752","13130","13725","13984","12957","12419","12073","12079"
2014,11,22,"12371","12044","11967","12479","12598","13099","14207","14277","13987","14666","14964","15089","14933","15171","15192","15160","14663","13760","14329","13628","13488","12627","12252","12431"
2014,11,23,"12396","12393","12344","12245","12711","13145","13859","14589","14462","14580","14884","15162","15241","15176","14990","15082","14314","13388","13931","13561","12885","12394","12080","12205"
2014,11,24,"12252","12266","12267","12399","12374","13383","14006","14899","14792","15000","15200","15678","15360","15353","15689","15258","14751","13632","14145","13918","13127","12651","12478","12143"
2014,11,25,"12652","12428","12200","12397","12937","13688","14851","15244","15197","15255","15651","16111","16135","15333","15918","15402","15069","14166","14722","14130","13968","12859","12501","12210"
2014,11,26,"12573","12600","12400","12491","12803","13671","14899","15069","14771","15381","15285","15382","15801","15410","15234","15210","14480","14008","14558","13793","13169","12685","12375","12435"
2014,11,27,"12702","12573","12343","12371","12907","13254","14194","15162","15203","15051","15312","15779","15614","15547","15514","15343","14836","13756","14183","13818","13487","12280","12148","12022"
2014,11,28,"12420","12227","12243","12309","12608","13552","14401","15398","14601","14796","14873","15598","14816","15059","15164","14884","14250","13332","14103","13820","13138","12407","12059","11978"
2014,11,29,"12395","12377","12245","12170","12697","13534","14645","15016","15096","15495","15981","16488","16340","16418","15982","15918","15304","14233","14264","13937","13503","12316","12306","12079"
2014,11,30,"12592","12357","12172","12333","12580","13308","14021","15000","14932","15145","15434","15785","15871","15336","15298","15051","14225","13241","13774","13483","12996","11782","11592","11693"
2014,12,1,"12145","11932","11842","12008","12441","13039","14597","15188","15301","15186","15359","15252","15586","15099","15336","14886","14238","13679","14042","13700","12998","12127","11838","11775"
2014,12,2,"12050","12058","11874","12215","12796","13418","14859","15226","15305","15599","15520","15493","15834","15362","15477","15270","14964","13733","14097","13923","13096","12722","12009","12189"
2014,12,3,"12582","12589","12721","12525","12862","13633","14419","15291","15653","15596","15619","15952","15520","15355","15583","15780","14791","13443","14309","13682","13405","12709","11933","12271"
2014,12,4,"12597","12481","12527","12456","12468","13580","14590","15207","15745","15577","15841","15945","15902","15248","15531","15681","15071","14100","14086","13759","13287","12358","12119","12241"
2014,12,5,"12691","12643","12382","12484","12951","13562","14536","15491","15379","15088","15492","15605","15229","15156","14950","14932","14592","13149","13853","13631","13170","12385","12094","12467"
2014,12,6,"12434","12383","12626","12361","13036","13533","14809","15321","15656","15716","16116","16057","16074","15504","15604","15463","15018","13858","14140","13571","13204","12128","11923","12321"
2014,12,7,"12509","12307","12454","12591","12566","13339","13792","14871","15322","15286","15579","16008","15696","15171","15395","14924","14545","13188","13888","13522","12629","12010","11652","11911"
2014,12,8,"12224","12194","11897","11974","12425","13241","14106","15202","15524","15682","16034","15760","16275","15698","15965","15623","15173","13757","14053","13686","13308","12417","12363","12371"
2014,12,9,"13089","12845","12857","12879","13175","13870","15243","15753","15777","16073","16374","16101","16263","15927","15995","16207","15347","14297","14517","13956","13362","12593","12653","12740"
